date,ticker,first30_high,first30_low,day_high,day_low,hi_match,lo_match,spike,both_match,hi_exact,lo_exact
2025-11-13,C,102.8250,101.8691,103.0380,100.2177,0,0,0,0,0,0
2025-11-14,C,99.3770,97.6431,101.0235,97.6431,0,1,1,0,0,1
2025-11-17,C,99.7650,98.8996,100.6400,97.0490,0,0,0,0,0,0
2025-11-18,C,97.4839,96.3576,99.0586,95.8850,0,0,0,0,0,0
2025-11-19,C,99.4864,97.5862,100.0685,97.0200,0,0,0,0,0,0
2025-11-20,C,102.3118,100.4962,102.3400,97.3574,1,0,1,0,0,0
2025-11-21,C,97.7454,95.7855,98.7701,95.3379,0,0,0,0,0,0
2025-11-24,C,98.9890,98.0936,100.0834,98.0900,0,1,1,0,0,0
2025-11-25,C,101.2274,99.0885,101.2274,98.3400,1,0,1,0,1,0
2025-11-26,C,102.1726,100.9389,102.7695,100.6500,0,0,0,0,0,0
2025-11-28,C,102.8789,101.9835,103.7445,101.9400,0,1,1,0,0,0
2025-12-01,C,103.8141,102.5655,103.8141,101.5300,1,0,1,0,1,0
2025-12-02,C,103.2371,102.4810,103.6151,101.9200,0,0,0,0,0,0
2025-12-03,C,103.9035,102.5705,106.4405,102.5705,0,1,1,0,0,1
2025-12-04,C,107.1568,106.0824,108.1517,105.8500,0,0,0,0,0,0
2025-12-05,C,108.3109,106.9579,108.4601,106.9579,0,1,1,0,0,1
2025-12-08,C,109.6838,108.1915,109.6838,107.1876,1,0,1,0,1,0
2025-12-09,C,108.8879,107.7140,109.2112,106.7241,0,0,0,0,0,0
2025-12-10,C,110.1086,108.6989,110.7881,108.5600,0,0,0,0,0,0
2025-12-11,C,111.2855,110.5493,111.7332,109.4400,0,0,0,0,0,0
2025-12-12,C,112.8475,111.4547,113.1900,110.9771,0,0,0,0,0,0
2025-12-15,C,112.9171,111.6437,112.9370,111.2300,1,0,1,0,0,0
2025-12-16,C,112.7977,111.8625,113.1100,109.9823,0,0,0,0,0,0
2025-12-17,C,112.3898,111.2557,112.4296,110.5195,1,0,1,0,0,0
2025-12-18,C,113.0763,111.5740,113.1111,110.5200,1,0,1,0,0,0
2025-12-19,C,113.7826,112.4644,114.9466,111.9700,0,0,0,0,0,0
2025-12-22,C,116.2947,114.2801,117.7820,114.2200,0,0,0,0,0,0
2025-12-23,C,118.8493,117.4636,119.6523,113.9500,0,0,0,0,0,0
2025-12-24,C,121.0352,118.6376,122.0898,118.5900,0,1,1,0,0,0
2025-12-26,C,121.4131,120.2741,121.8900,119.0554,0,0,0,0,0,0
2025-12-29,C,119.9508,118.3093,120.1100,117.5134,0,0,0,0,0,0
2025-12-30,C,117.8019,115.9315,117.9900,115.9315,0,1,1,0,0,1
2025-12-31,C,117.0159,115.7724,117.3600,115.7724,0,1,1,0,0,1
2026-01-02,C,116.7971,115.9912,118.0505,115.9912,0,1,1,0,0,1
2026-01-05,C,122.1395,118.6873,123.1941,116.9600,0,0,0,0,0,0
2026-01-06,C,123.5323,121.5824,123.8300,121.5824,0,1,1,0,0,1
2026-01-07,C,121.9505,120.4383,122.9300,120.0752,0,0,0,0,0,0
2026-01-08,C,121.2043,120.2095,121.7913,119.6324,0,0,0,0,0,0
2026-01-09,C,120.8561,119.7518,121.3700,119.3200,0,0,0,0,0,0
2026-01-12,C,118.1302,116.0708,120.7400,115.4000,0,0,0,0,0,0
2026-01-13,C,117.6228,116.4339,118.1400,115.6231,0,0,0,0,0,0
2026-01-14,C,118.1401,112.6485,118.1401,110.4598,1,0,1,0,1,0
2026-01-15,C,116.3792,112.1710,117.3492,111.6300,0,0,0,0,0,0
2026-01-16,C,118.7221,116.6429,118.7221,116.3991,1,0,1,0,1,0
2026-01-20,C,114.9765,113.8722,117.4300,113.8200,0,1,1,0,0,0
2026-01-21,C,114.7775,112.5590,114.7974,111.9800,1,0,1,0,0,0
2026-01-22,C,115.2550,113.6633,116.0410,113.2800,0,0,0,0,0,0
2026-01-23,C,114.9665,113.3051,115.6500,112.6286,0,0,0,0,0,0
2026-01-26,C,114.8223,113.2753,114.8869,112.5300,0,0,0,0,0,0
2026-01-27,C,115.3716,113.9120,115.3716,113.1161,1,0,1,0,1,0
2026-01-28,C,115.0809,113.8324,115.1158,112.7480,1,0,1,0,0,0
2026-01-29,C,115.7624,113.6483,115.7624,112.8176,1,0,1,0,1,0
2026-01-30,C,115.7326,113.5936,116.0509,113.0900,0,0,0,0,0,0
2026-02-02,C,116.0100,114.6000,116.9800,113.5000,0,0,0,0,0,0
2026-02-03,C,118.9200,116.4700,118.9200,115.3800,1,0,1,0,1,0
2026-02-04,C,117.7000,117.6300,119.9400,117.0600,0,0,0,0,0,0
2026-02-05,C,117.5400,113.3100,118.4000,112.9200,0,0,0,0,0,0
2026-02-06,C,115.7500,115.4600,122.9200,115.4500,0,1,1,0,0,0
2026-02-09,C,123.4500,121.6929,125.1000,121.6929,0,1,1,0,0,1
2026-02-10,C,123.8000,123.7100,125.0000,119.5005,0,0,0,0,0,0
2026-02-11,C,122.5800,121.7500,123.5900,117.5500,0,0,0,0,0,0
2026-02-12,C,118.0700,117.3200,118.4900,111.0700,0,0,0,0,0,0
2026-02-13,C,111.5300,111.2600,118.8400,110.0000,0,0,0,0,0,0
2026-02-17,C,114.5100,111.9900,114.5100,110.1000,1,0,1,0,1,0
2026-02-18,C,116.9700,113.0000,116.9800,112.7500,1,0,1,0,0,0
2026-02-19,C,116.2700,114.2150,116.8900,114.1800,0,1,1,0,0,0
2026-02-20,C,115.8100,113.8350,116.7100,113.8350,0,1,1,0,0,1
2026-02-23,C,116.9100,113.6200,116.9100,108.8600,1,0,1,0,1,0
2026-02-24,C,110.9000,110.8100,111.1300,107.5000,0,0,0,0,0,0
2026-02-25,C,112.5000,109.4100,114.1050,109.3500,0,0,0,0,0,0
2026-02-26,C,114.3500,113.9500,116.6000,113.9500,0,1,1,0,0,1
2026-02-27,C,115.1900,110.0600,116.1900,108.6600,0,0,0,0,0,0
2026-02-28,C,110.0900,109.8200,110.0900,109.8200,1,1,1,1,1,1
2026-03-02,C,109.1200,106.2000,111.6900,106.2000,0,1,1,0,0,1
2026-03-03,C,111.3800,107.4400,112.0400,106.9000,0,0,0,0,0,0
2026-03-04,C,111.4375,110.4850,112.2900,109.5000,0,0,0,0,0,0
2026-03-05,C,111.6300,111.4000,112.0500,110.2100,0,0,0,0,0,0
2026-03-06,C,109.4800,109.1900,110.4500,106.0000,0,0,0,0,0,0
2026-03-10,C,106.4500,105.9200,107.9300,105.0600,0,0,0,0,0,0
2026-03-11,C,109.2300,108.9300,109.9200,107.0800,0,0,0,0,0,0
2025-02-03,COIN,277.9958,269.3000,291.3300,260.0000,0,0,0,0,0,0
2025-02-04,COIN,286.0000,278.6300,287.4200,277.2500,0,0,0,0,0,0
2025-02-05,COIN,285.3299,278.9705,285.3299,277.9900,1,0,1,0,1,0
2025-02-06,COIN,284.6000,274.8400,284.6000,272.2767,1,0,1,0,1,0
2025-02-07,COIN,281.2500,273.3400,281.2500,270.0000,1,0,1,0,1,0
2025-02-10,COIN,285.5580,274.8900,285.5580,274.4900,1,0,1,0,1,0
2025-02-11,COIN,279.0000,272.3464,286.1300,272.3464,0,1,1,0,0,1
2025-02-12,COIN,270.1959,263.4800,271.9100,263.0000,0,0,0,0,0,0
2025-02-13,COIN,290.7440,282.5000,295.9000,276.2700,0,0,0,0,0,0
2025-02-14,COIN,291.5500,276.5000,298.5000,276.5000,0,1,1,0,0,1
2025-02-18,COIN,279.1800,269.1800,279.1800,267.8585,1,0,1,0,1,0
2025-02-19,COIN,267.0000,261.5000,269.2800,259.3000,0,0,0,0,0,0
2025-02-20,COIN,262.2500,252.3000,264.1000,250.3701,0,0,0,0,0,0
2025-02-21,COIN,267.8000,260.5900,271.2800,254.8800,0,0,0,0,0,0
2025-02-24,COIN,240.2400,229.5000,241.5700,223.6000,0,0,0,0,0,0
2025-02-25,COIN,222.8500,211.8010,227.0700,205.1200,0,0,0,0,0,0
2025-02-26,COIN,217.6899,210.5000,218.5700,210.5000,0,1,1,0,0,1
2025-02-27,COIN,221.5800,212.0000,221.5800,209.9501,1,0,1,0,1,0
2025-02-28,COIN,207.9800,201.1000,216.4400,198.0000,0,0,0,0,0,0
2025-03-03,COIN,233.4000,219.7700,239.9900,216.9100,0,0,0,0,0,0
2025-03-04,COIN,205.4700,198.0400,205.5000,193.0900,1,0,1,0,0,0
2025-03-05,COIN,215.5000,209.0000,218.8300,209.0000,0,1,1,0,0,1
2025-03-06,COIN,219.8300,213.5900,228.4300,213.5900,0,1,1,0,0,1
2025-03-07,COIN,222.0500,212.5000,222.0500,211.9900,1,0,1,0,1,0
2025-03-10,COIN,206.8398,197.1600,207.9100,191.8610,0,0,0,0,0,0
2025-03-11,COIN,190.5000,184.8250,191.2500,179.2300,0,0,0,0,0,0
2025-03-12,COIN,199.2000,189.3501,199.3000,185.9000,0,0,0,0,0,0
2025-03-13,COIN,188.8500,180.2899,192.3200,178.0000,0,0,0,0,0,0
2025-03-14,COIN,186.5548,181.5500,186.5548,177.4900,1,0,1,0,1,0
2025-03-17,COIN,186.9600,180.8300,186.9600,179.3100,1,0,1,0,1,0
