date,ticker,prior_close,today_open,gap_pct,abs_gap_pct,gap_dir,bucket,filled,fill_datetime
2025-07-21,BA,231.6000,229.2000,-1.0363,1.0363,down,1.00–1.50%,1,2025-07-21 10:20:00
2025-07-22,BA,229.6000,227.4600,-0.9321,0.9321,down,0.50–1.00%,1,2025-07-22 11:00:00
2025-07-23,BA,229.4500,230.2744,0.3593,0.3593,up,0.30–0.50%,1,2025-07-23 10:00:00
2025-07-24,BA,231.0100,233.6600,1.1471,1.1471,up,1.00–1.50%,0,
2025-07-25,BA,234.1500,231.3350,-1.2022,1.2022,down,1.00–1.50%,0,
2025-07-28,BA,232.3300,234.4250,0.9017,0.9017,up,0.50–1.00%,0,
2025-07-29,BA,233.8500,234.5400,0.2951,0.2951,up,< 0.30%,1,2025-07-29 09:30:00
2025-07-30,BA,240.6100,228.0650,-5.2138,5.2138,down,> 1.50%,0,
2025-07-31,BA,227.8600,222.1050,-2.5257,2.5257,down,> 1.50%,0,
2025-08-01,BA,225.3000,218.9200,-2.8318,2.8318,down,> 1.50%,0,
2025-08-04,BA,218.0000,220.2400,1.0275,1.0275,up,1.00–1.50%,0,
2025-08-05,BA,219.9500,224.0050,1.8436,1.8436,up,> 1.50%,0,
2025-08-06,BA,223.0800,225.6224,1.1397,1.1397,up,1.00–1.50%,0,
2025-08-07,BA,225.9700,226.5100,0.2390,0.2390,up,< 0.30%,1,2025-08-07 09:30:00
2025-08-08,BA,226.1700,228.2900,0.9373,0.9373,up,0.50–1.00%,0,
2025-08-11,BA,227.9900,227.7950,-0.0855,0.0855,down,< 0.30%,1,2025-08-11 09:30:00
2025-08-12,BA,229.4700,228.5750,-0.3900,0.3900,down,0.30–0.50%,1,2025-08-12 09:35:00
2025-08-13,BA,227.2900,234.3900,3.1238,3.1238,up,> 1.50%,0,
2025-08-14,BA,233.2800,232.0800,-0.5144,0.5144,down,0.50–1.00%,1,2025-08-14 09:35:00
2025-08-15,BA,231.2500,232.2250,0.4216,0.4216,up,0.30–0.50%,0,
2025-08-18,BA,233.6000,234.0750,0.2033,0.2033,up,< 0.30%,1,2025-08-18 09:40:00
2025-08-19,BA,234.4200,229.9000,-1.9282,1.9282,down,> 1.50%,0,
2025-08-20,BA,232.4000,225.1300,-3.1282,3.1282,down,> 1.50%,0,
2025-08-21,BA,224.5000,225.7000,0.5345,0.5345,up,0.50–1.00%,1,2025-08-21 09:30:00
2025-08-22,BA,229.9000,227.6189,-0.9922,0.9922,down,0.50–1.00%,1,2025-08-22 09:40:00
2025-08-25,BA,225.2200,228.9900,1.6739,1.6739,up,> 1.50%,0,
2025-08-26,BA,229.7000,229.4075,-0.1273,0.1273,down,< 0.30%,1,2025-08-26 09:30:00
2025-08-27,BA,228.2500,235.1950,3.0427,3.0427,up,> 1.50%,0,
2025-08-28,BA,236.5000,235.8118,-0.2910,0.2910,down,< 0.30%,1,2025-08-28 09:30:00
2025-08-29,BA,236.2200,236.1450,-0.0318,0.0318,down,< 0.30%,1,2025-08-29 09:30:00
2025-09-02,BA,236.0000,231.6800,-1.8305,1.8305,down,> 1.50%,1,2025-09-02 09:55:00
2025-09-03,BA,231.0900,233.7300,1.1424,1.1424,up,1.00–1.50%,1,2025-09-03 13:25:00
2025-09-04,BA,237.2500,231.8892,-2.2596,2.2596,down,> 1.50%,0,
2025-09-05,BA,232.6600,229.9000,-1.1863,1.1863,down,1.00–1.50%,0,
