date,streak_len,next_1d_ret,max_bounce_3d,rsi,close,vix,vix_bucket,rsi_bucket
2025-06-01,2,0.025763648474241396,0.025763648474241445,20.456338304351817,56554.49,22.67,20-25,<30
2025-06-04,2,-0.008968028226727265,0.03207712585451177,23.982530034908677,56666.86,20.23,20-25,<30
2025-06-05,3,0.020166075870386546,0.04141657913194884,23.36090060049588,56158.67,21.64,20-25,<30
2025-06-11,2,-0.041133388226213596,-0.04113338822621364,29.864030180236583,54311.84,23.72,20-25,<30
2025-06-12,3,-0.033966290057127924,-0.033966290057127965,26.935606443449018,52077.81,25.07,>=25,<30
2025-06-13,4,-0.01269655560087557,-0.01269655560087555,24.857183489236093,50308.92,23.89,20-25,<30
2025-06-14,5,-0.04052995993369857,-0.04052995993369859,24.13302487293285,49670.17,24.29,20-25,<30
2025-06-15,6+,-0.03369386768460647,0.013060399890551286,21.96147922000536,47657.04,24.29,20-25,<30
2025-06-16,6+,0.014839975166819563,0.05588442799322224,20.3857732311168,46051.29,24.29,20-25,<30
2025-06-24,2,-0.028129743424802123,-0.028129743424802088,22.83392370163392,42532.56,22.39,20-25,<30
2025-06-25,3,-0.042335845179507614,-0.042335845179507614,21.47306751070613,41336.13,22.24,20-25,<30
2025-06-26,4,-0.045980498725184726,-0.045980498725184685,19.630208780899224,39586.13,22.74,20-25,<30
2025-06-27,5,-0.03664757185972334,-0.0366475718597233,17.90864165876397,37765.94,20.76,20-25,<30
2025-06-28,6+,-0.01941569312881053,-0.01941569312881057,16.708712798980017,36381.91,19.71,16-20,<30
2025-06-29,6+,-0.04707119978315677,-0.047071199783156714,16.115231584152397,35675.53,19.71,16-20,<30
2025-06-30,6+,-0.0440854635689123,-0.04408546356891227,14.771930885388613,33996.24,19.71,16-20,<30
2025-07-01,6+,-0.013297022847911344,-0.013297022847911346,13.67623851858184,32497.5,18.6,16-20,<30
2025-07-02,6+,-0.020251748147067095,-0.00976099456797336,13.368351084570264,32065.38,19.6,16-20,<30
2025-07-03,6+,0.010707601222307073,0.010707601222307087,12.898412834228267,31416.0,22.11,20-25,<30
2025-07-06,2,-0.004409066871536527,-0.004409066871536561,12.404989736199028,29026.55,23.77,20-25,<30
2025-07-07,3,-0.025492264842170376,-0.025492264842170344,12.309233125578118,28898.57,23.77,20-25,<30
2025-07-08,4,-0.0310227868309928,-0.03102278683099281,11.747110875125259,28161.88,22.34,20-25,<30
2025-07-09,5,-0.0338721250415015,-0.03387212504150147,11.099737479513308,27288.22,19.58,16-20,<30
2025-07-10,6+,-0.04207645982708941,-0.04207645982708935,10.443970848600898,26363.91,20.04,20-25,<30
2025-07-11,6+,-0.008994001491212877,0.04692529403542554,9.70306726884516,25254.61,21.5,20-25,<30
2025-07-12,6+,0.0023861780675393796,0.05642679823410027,9.553618199414984,25027.47,18.07,16-20,<30
2025-07-16,2,-0.012361945296546217,-0.012361945296546249,16.292801312860036,24651.46,17.36,16-20,<30
2025-07-17,3,-0.04502413466783217,-0.007208773912872125,15.916472881459498,24346.72,20.04,20-25,<30
2025-07-18,4,0.03635659058094598,0.09787561831923831,14.60927595664809,23250.53,17.1,16-20,<30
2025-07-24,2,-0.026385870097319297,-0.026385870097319315,31.178859482966985,25534.5,14.53,<16,30-50
2025-07-25,3,-0.02456321711935483,-0.024563217119354802,29.35895030920237,24860.75,14.95,<16,<30
2025-07-26,4,-0.014437884560428382,-0.014437884560428393,27.776423096279828,24250.09,17.29,16-20,<30
2025-07-27,5,-0.017746465790542842,-0.017746465790542808,26.881738132002,23899.97,17.29,16-20,<30
2025-07-28,6+,-0.025309435278752845,-0.018878139771841943,25.797682646083302,23475.83,17.29,16-20,<30
2025-07-29,6+,0.00659829461748207,0.006598294617482169,24.31821741071913,22881.67,16.71,16-20,<30
2025-08-01,2,0.0031283618656570145,0.0031283618656570834,25.164742869052958,22922.54,20.71,20-25,<30
2025-08-06,2,-0.018001990403250123,-0.01800199040325014,26.841588753781608,21955.35,20.99,20-25,<30
2025-08-07,3,-0.033750291626526985,0.01359501412562369,25.527410784301097,21560.11,21.18,20-25,<30
2025-08-08,4,-0.004254900407777207,0.09838689160420398,23.26865375820492,20832.45,20.28,20-25,<30
2025-08-09,5,0.053481496407844054,0.10308038880032158,23.001655898336793,20743.81,19.42,16-20,<30
2025-08-13,2,-0.02235808915628501,0.002169068350982785,35.12954907745325,21516.15,17.23,16-20,30-50
2025-08-14,3,-0.01721647019337691,0.05823697450308035,33.179415031123625,21035.09,17.74,16-20,30-50
2025-08-15,4,0.04304564324184179,0.07677524338579815,31.750468579623245,20672.94,17.78,16-20,30-50
2025-08-31,2,-0.04100337919811059,-0.03227774346311773,65.6625712200334,27571.63,18.27,16-20,>50
2025-09-01,3,0.009098713744889686,0.009098713744889651,56.847696557214405,26441.1,18.27,16-20,>50
2025-09-04,2,-0.032530912953427804,-0.03253091295342785,51.34204038073307,25739.21,17.48,16-20,>50
2025-09-05,3,-0.033725552558460326,-0.033725552558460346,46.06393425549644,24901.89,16.35,16-20,30-50
2025-09-06,4,-0.02964625638868834,-0.029646256388688338,41.460097497201346,24062.06,17.56,16-20,30-50
2025-09-07,5,-0.04190938171744818,-0.04190938171744815,37.98719874576618,23348.71,17.56,16-20,30-50
2025-09-08,6+,-0.04718826580742763,-0.04718826580742759,33.804192338154834,22370.18,17.56,16-20,30-50
2025-09-09,6+,-0.027174369457136582,-0.027174369457136558,29.97017107543155,21314.57,16.63,16-20,<30
2025-09-10,6+,-0.0338431548813235,-0.033843154881323494,28.08774444953127,20735.36,17.32,16-20,<30
2025-09-11,6+,-0.021156446591502953,0.00507097822109945,25.96024853669097,20033.61,16.32,16-20,<30
2025-09-12,6+,0.013273995564455854,0.026794296924441248,24.741318143190995,19609.77,15.39,<16,<30
2025-09-16,2,-0.043728233280207696,-0.04372823328020764,24.42005411552465,18635.1,16.28,16-20,<30
2025-09-17,3,-0.004408475316242,-0.00440847531624196,22.15627430423295,17820.22,14.83,<16,<30
2025-09-18,4,-0.03922575452353394,-0.03922575452353389,21.945063128412556,17741.66,17.35,16-20,<30
2025-09-19,5,-0.037280890874136774,-0.03728089087413678,20.115683950764776,17045.73,15.26,<16,<30
2025-09-20,6+,-0.02540972867567526,-0.025409728675675237,18.59161366767961,16410.25,12.45,<16,<30
2025-09-21,6+,-0.023079082639135162,-0.0081040337592,17.64682475941676,15993.27,12.45,<16,<30
2025-09-22,6+,0.015328824077582404,0.01532882407758241,16.831437039588522,15624.16,12.45,<16,<30
2025-09-27,2,0.020017125607812325,0.020017125607812433,16.428806830692537,14317.74,20.64,20-25,<30
2025-09-30,2,-0.016445480075498065,0.07728519714948948,16.968191785224334,13552.66,20.56,20-25,<30
2025-10-01,3,-0.015460120122012477,0.09529789688952099,16.416633863158367,13329.78,21.77,20-25,<30
2025-10-02,4,0.11249723782165089,0.11249723782165084,15.901932982468296,13123.7,25.09,>=25,<30
2025-10-05,2,-0.03596359941076388,-0.03596359941076385,28.059731381408923,13570.11,23.77,20-25,<30
2025-10-06,3,-0.04206517617993466,-0.04206517617993463,26.226576218243608,13082.08,23.77,20-25,<30
2025-10-07,4,-0.028674298463586156,-0.018451488934532953,24.298875662727113,12531.78,22.81,20-25,<30
2025-10-08,5,0.010524594904554707,0.017131322890069602,23.10464554908789,12172.44,22.57,20-25,<30
2025-10-13,2,-0.04601192080749994,-0.046011920807499926,24.924834645785822,11685.45,20.52,20-25,<30
2025-10-14,3,-0.0011697396252886572,-0.0011697396252887007,22.852114432151396,11147.78,20.17,20-25,<30
2025-10-15,4,-0.04398755606327576,-0.04398755606327576,22.80258777649449,11134.74,19.91,16-20,<30
2025-10-16,5,-0.03103443416831464,-0.031034434168314605,20.96470279628977,10644.95,17.82,16-20,<30
2025-10-17,6+,-0.041740873849566595,-0.030219330094555453,19.80519028604607,10314.59,18.59,16-20,<30
2025-10-18,6+,7.082117148504707e-06,0.02420161775790298,18.37856761445495,9884.05,18.03,16-20,<30
2025-10-27,2,0.0005950992848164915,0.0005950992848164178,33.033886231264844,10334.41,12.88,<16,30-50
2025-11-01,2,0.007697562027825899,0.007697562027825908,30.70053615858714,9735.55,12.61,<16,30-50
2025-11-08,2,0.0006282165641533499,0.01900540499310335,33.68139799273446,9439.42,14.52,<16,30-50
2025-11-14,2,0.04650308670314174,0.04650308670314179,35.002370890854266,9257.45,15.04,<16,30-50
2025-11-17,2,0.06652852931339592,0.08393450030233693,35.359482714553934,9029.66,11.53,<16,30-50
2025-11-29,2,-0.00694118185106507,-0.006941181851065048,46.48419841578517,9620.84,12.69,<16,30-50
2025-11-30,3,-0.04412469672578989,-0.04412469672578984,45.61682201119955,9554.06,12.69,<16,30-50
2025-12-01,4,-0.04672876729128639,-0.014056407398201255,40.48150903366239,9132.49,12.69,<16,30-50
2025-12-02,5,0.03427393880359397,0.03427393880359407,36.05650170102221,8705.74,11.28,<16,30-50
2025-12-05,2,-0.002587239575495226,-0.0025872395754952394,34.00792185834787,8306.15,10.0,<16,30-50
2025-12-06,3,-0.024073407961219817,-0.014275781987432137,33.81566649359105,8284.66,11.1,<16,30-50
2025-12-07,4,0.010039306289748362,0.010039306289748463,32.007215279083184,8085.22,11.1,<16,30-50
2025-12-13,2,0.024578454258073146,0.11415414167498836,32.554616814295045,7860.95,12.85,<16,30-50
2025-12-18,2,-0.017922833030699525,0.03664890063882424,45.90514445252013,8503.12,13.46,<16,30-50
2025-12-19,3,0.04160838825873703,0.055567663626609524,43.61228809790351,8350.72,17.66,16-20,30-50
2026-01-05,2,-0.0385259151937033,0.04175592039811161,58.126702989385095,9780.17,18.59,16-20,>50
2026-01-06,3,0.007922683120324736,0.11035500001063459,50.025718604918765,9403.38,19.33,16-20,>50
2026-01-11,2,-0.01617997341067201,-0.016179973410671986,57.88535486780738,10071.71,16.81,16-20,>50
2026-01-12,3,-0.03735284470796019,-0.037352844707960214,54.753223807421264,9908.75,16.81,16-20,>50
2026-01-13,4,-0.018126292769506724,0.003738482360674612,48.353706510278066,9538.63,17.38,16-20,30-50
2026-01-14,5,-0.022842853680385744,0.022268419012719916,45.66841998998581,9365.73,18.33,16-20,30-50
2026-01-15,6+,0.046165832039415156,0.04616583203941524,42.52173330495376,9151.79,20.61,20-25,30-50
2026-01-20,2,-0.024794868733048037,-0.024794868733048023,46.75731170985474,9379.36,20.09,20-25,30-50
2026-01-21,3,-0.020526304281278662,0.010872654917566879,42.82426791326062,9146.8,18.85,16-20,30-50
2026-01-22,4,0.011310350985874518,0.03262622711113356,39.90586288332152,8959.05,20.43,20-25,30-50
2026-02-02,2,-0.002337200302145681,0.015503622951889812,36.71562621168944,8578.64,17.48,16-20,30-50
2026-02-03,3,0.017882618515433046,0.017882618515432946,36.45543913381859,8558.59,18.44,16-20,30-50
2026-02-06,2,-0.012513524186971492,-0.0021533543488878376,37.59868540521055,8558.74,18.1,16-20,30-50
2026-02-07,3,-0.01302705747050259,0.010491454912892655,35.970074763697156,8451.64,19.99,16-20,30-50
2026-02-08,4,0.023828933266518915,0.023828933266518963,34.32408869664084,8341.54,19.99,16-20,30-50
2026-02-11,2,-0.017892975350418117,-0.017892975350418068,33.145338189750305,8103.18,17.33,16-20,30-50
2026-02-12,3,-0.034070561270841626,0.004666890335616557,31.205630996369564,7958.19,20.05,20-25,30-50
2026-02-13,4,0.03509018414086018,0.040103810954787565,27.915593737054195,7687.05,18.52,16-20,<30
2026-02-25,2,0.03056551117184214,0.036297630145155815,29.631804463391134,6908.44,16.06,16-20,<30
2026-03-04,2,-0.05151801659838218,-0.04270616661414019,38.29373375504343,7139.25,22.55,20-25,30-50
2026-03-05,3,-0.03109378345849123,0.029206447658920977,33.19694153216862,6771.45,22.22,20-25,30-50
2026-03-06,4,0.04168025728177538,0.06223536405066388,30.67957336495573,6560.9,23.57,20-25,30-50
2026-03-10,2,0.031330239929293624,0.05693082508552568,34.74469118683017,6562.35,26.8,>=25,30-50
2026-03-16,2,-0.023679964516212015,0.006465184747113658,32.94649819723628,6222.56,25.05,>=25,30-50
2026-03-17,3,-0.012602033509952815,0.035284377000959585,31.1772621252928,6075.21,24.26,20-25,30-50
2026-03-18,4,0.04403324081251614,0.0484975786218566,30.26778123465033,5998.65,23.35,20-25,30-50
2026-03-22,2,-0.002672140690999636,0.031541075490089915,32.40215389340719,5909.12,20.83,20-25,30-50
2026-03-23,3,0.0015475121875068165,0.06869291215662451,32.18723163121015,5893.33,20.83,20-25,30-50
