streak_len,streak_bin,date,bar_num,bar_label,next_bar_ret,next_2bar_ret,rsi,vix,vix_bucket,ticker,split
2,2,2026-02-11,1,2026-02-11_B1,0.005681818181818135,-0.05002771618625276,43.21016375900872,17.79,<20,BIDU,B
2,2,2026-02-19,1,2026-02-19_B1,0.0035865905431123487,-0.010979358805445762,37.48589167098563,19.62,<20,BIDU,B
2,2,2026-02-23,2,2026-02-23_B2,-0.00888324873096445,-0.002538071065989873,34.68382180929734,19.09,<20,BIDU,B
3,3,2026-02-24,1,2026-02-24_B1,0.006402048655569739,0.0060254575581831955,32.84315396692416,21.01,20-25,BIDU,A
2,2,2026-02-25,2,2026-02-25_B2,-0.07114326625970305,-0.05674881302283519,33.801360606440454,19.55,<20,BIDU,A
3,3,2026-02-26,1,2026-02-26_B1,0.015496957403651089,0.011440162271805247,22.26194760657596,17.93,<20,BIDU,A
2,2,2026-02-27,2,2026-02-27_B2,-0.0066709532229544954,-0.0066709532229544954,26.849283049592216,18.63,<20,BIDU,B
3,3,2026-03-02,1,2026-03-02_B1,0.0,-0.0392426571729105,25.903860414490538,19.86,<20,BIDU,B
2,2,2026-03-03,2,2026-03-03_B2,0.007328784432651037,0.0015163002274450916,20.886499122324523,21.44,20-25,BIDU,A
2,2,2026-03-05,1,2026-03-05_B1,0.0015286624203822235,0.022845010615711234,21.92802131726519,21.15,20-25,BIDU,A
2,2,2026-03-11,1,2026-03-11_B1,0.008053475074494644,-0.00958363533864861,45.880211845328226,24.93,20-25,BIDU,B
2,2,2026-03-16,1,2026-03-16_B1,-0.016708370328517293,-0.020502058277504287,46.266050641208714,,>=25,BIDU,B
3,3,2026-03-16,2,2026-03-16_B2,-0.0038581513708750527,-0.009193892628468153,41.90404471361024,,>=25,BIDU,A
4,4,2026-03-17,1,2026-03-17_B1,-0.005356407086938538,,40.95978027001138,,>=25,BIDU,B
5,5,2026-03-17,2,2026-03-17_B2,,,39.62975686935252,,>=25,BIDU,A
2,2,2025-02-04,2,2025-02-04_B2,0.004574565416285379,0.012547379427525731,,,>=25,C,A
2,2,2025-02-07,2,2025-02-07_B2,-0.01569365976145637,-0.011927181418706877,,,>=25,C,B
3,3,2025-02-10,1,2025-02-10_B1,0.0038265306122448614,0.00841836734693873,,,>=25,C,B
2,2,2025-02-21,2,2025-02-21_B2,-0.003347495815630296,-0.01377623277970912,38.92161615065409,15.66,<20,C,A
3,3,2025-02-24,1,2025-02-24_B1,-0.010463764371528256,-0.020410799638289606,37.70363198802289,18.21,<20,C,A
4,4,2025-02-24,2,2025-02-24_B2,-0.010052219321148774,-0.005483028720626469,34.121248728285835,18.21,<20,C,B
5,5,2025-02-25,1,2025-02-25_B1,0.004615587498351688,0.020440458921271228,31.09649075456599,18.98,<20,C,B
2,2,2025-02-28,1,2025-02-28_B1,0.023656196609278448,-0.0035484294913919073,37.91171005156626,21.13,20-25,C,B
2,2,2025-03-03,2,2025-03-03_B2,-0.06033222591362135,-0.0629900332225913,38.07567068728053,19.63,<20,C,A
3,3,2025-03-04,1,2025-03-04_B1,-0.0028284542497523497,-0.001979917974826765,26.702622885551477,22.78,20-25,C,A
4,4,2025-03-04,2,2025-03-04_B2,0.0008509431286340669,0.008651255141114728,26.32951791391058,22.78,20-25,C,B
2,2,2025-03-06,2,2025-03-06_B2,-0.012354651162790616,-0.0017441860465114876,24.926171999941545,21.93,20-25,C,B
3,3,2025-03-07,1,2025-03-07_B1,0.010743193524650536,-0.03885209713024283,23.325153941121897,24.87,20-25,C,A
2,2,2025-03-13,1,2025-03-13_B1,0.0016811860003056614,0.023689439095216216,28.60153565534958,24.23,20-25,C,A
2,2,2025-03-26,2,2025-03-26_B2,-0.016811431773605893,-0.019193051274866774,56.03366181314137,17.15,<20,C,B
3,3,2025-03-27,1,2025-03-27_B1,-0.0024223425477344213,-0.03092049016813909,48.3217852943658,18.33,<20,C,B
4,4,2025-03-27,2,2025-03-27_B2,-0.0285673475217826,-0.02085416369090141,47.3280246361703,18.33,<20,C,B
5,5,2025-03-28,1,2025-03-28_B1,0.007940008822231908,0.0052933392148213415,37.54529400436501,18.69,<20,C,B
2,2,2025-04-03,2,2025-04-03_B2,-0.07843775427176566,-0.08071602929210742,25.152795380139935,21.51,20-25,C,A
3,3,2025-04-04,1,2025-04-04_B1,-0.002472187886279367,0.0072399788098180574,18.904672312617166,30.02,>=25,C,A
4,4,2025-04-04,2,2025-04-04_B2,0.009736236502035709,0.015223933439546812,18.758912881501914,30.02,>=25,C,A
2,2,2025-04-16,1,2025-04-16_B1,-0.012236906510034264,0.004894762604013775,45.87727609701475,30.12,>=25,C,A
3,3,2025-04-16,2,2025-04-16_B2,0.01734390485629343,0.018169805087545447,44.025683166664194,30.12,>=25,C,B
2,2,2025-04-28,1,2025-04-28_B1,0.006960205779996879,0.014223029202602476,58.667464188211866,24.84,20-25,C,B
2,2,2025-05-06,1,2025-05-06_B1,-0.00481189851268589,0.00918635170603668,62.01625501174609,23.64,20-25,C,A
3,3,2025-05-06,2,2025-05-06_B2,0.014065934065933974,0.01098901098901099,60.007005930307145,23.64,20-25,C,B
2,2,2025-05-09,1,2025-05-09_B1,-0.0009964412811386929,0.05153024911032035,64.72886716491247,22.48,20-25,C,A
3,3,2025-05-09,2,2025-05-09_B2,0.05257908235964658,0.049159304645197896,64.24990635884993,22.48,20-25,C,A
2,2,2025-05-14,1,2025-05-14_B1,0.002710761724044495,0.0070479804825155324,70.24941034856263,18.22,<20,C,B
2,2,2025-05-16,2,2025-05-16_B2,0.007128446536650991,0.006186953597848124,70.31998187688691,17.83,<20,C,B
2,2,2025-05-20,1,2025-05-20_B1,-0.0005361211633830084,-0.02948666398606089,69.65398753513213,18.14,<20,C,A
3,3,2025-05-20,2,2025-05-20_B2,-0.02896607214697595,-0.0325868311653479,69.26216498717895,18.14,<20,C,B
4,4,2025-05-21,1,2025-05-21_B1,-0.0037287667449246793,-0.003590664272890359,52.18939035522191,18.09,<20,C,B
5,5,2025-05-21,2,2025-05-21_B2,0.000138619351261507,-0.000138619351261507,50.5132587012693,18.09,<20,C,B
2,2,2025-05-23,1,2025-05-23_B1,-0.003054282937664846,0.025683742884908985,49.70215895668899,20.28,20-25,C,B
3,3,2025-05-23,2,2025-05-23_B2,0.028826068792647166,0.03300375992201649,48.042499225589935,20.28,20-25,C,A
2,2,2025-05-28,2,2025-05-28_B2,0.0021706688373356506,0.007190340523673873,58.78232929829848,18.96,<20,C,B
2,2,2025-06-10,1,2025-06-10_B1,0.0010442500978984244,0.011486751076882854,65.26443776978002,17.16,<20,C,A
2,2,2025-06-12,1,2025-06-12_B1,0.00483470534430948,-0.015418790016986891,59.90651164863894,17.26,<20,C,B
2,2,2025-06-13,2,2025-06-13_B2,0.022388059701492435,0.022121535181236628,47.14864184753016,18.02,<20,C,A
2,2,2025-06-17,1,2025-06-17_B1,0.0009216589861750253,0.01909150757077028,52.19453829402678,19.11,<20,C,B
2,2,2025-07-07,1,2025-07-07_B1,-0.00023226106143300453,-0.01556149111601444,76.20832071010723,16.38,<20,C,B
3,3,2025-07-07,2,2025-07-07_B2,-0.015332791264955365,-0.02334765942618196,76.01232663542541,16.38,<20,C,B
4,4,2025-07-08,1,2025-07-08_B1,-0.008139672053792589,-0.0036569541111242457,64.26489397127696,17.79,<20,C,A
5,5,2025-07-08,2,2025-07-08_B2,0.004519505233111268,0.0021408182683159706,59.12134273494512,17.79,<20,C,A
2,2,2025-07-21,2,2025-07-21_B2,0.016800263533545638,0.014164928077303244,71.78569332218292,16.41,<20,C,A
2,2,2025-07-25,1,2025-07-25_B1,0.010056702685353565,0.0033165721621911015,71.59901633886058,15.39,<20,C,A
2,2,2025-07-29,2,2025-07-29_B2,0.01206246634356494,0.01421647819063013,61.69167561821843,15.03,<20,C,A
2,2,2025-07-31,2,2025-07-31_B2,-0.029210554891953497,-0.02041481159735052,53.13075010710329,15.48,<20,C,B
3,3,2025-08-01,1,2025-08-01_B1,0.009060402684563625,0.020357941834451825,40.678250330165646,16.72,<20,C,B
2,2,2025-08-05,1,2025-08-05_B1,0.003103180760279299,0.010196165355203388,45.23763123263304,17.52,<20,C,B
2,2,2025-08-07,2,2025-08-07_B2,0.01750498559716373,0.016507866164413857,45.4374777544595,16.77,<20,C,A
2,2,2025-08-11,1,2025-08-11_B1,-0.00043787629994517836,0.030432402846195965,51.07197510419318,15.15,<20,C,B
3,3,2025-08-11,2,2025-08-11_B2,0.030883802431277987,0.03646917095608365,50.83632503614926,15.15,<20,C,B
2,2,2025-08-13,2,2025-08-13_B2,0.0026703695791497543,0.0082247383037812,59.062130416063724,14.73,<20,C,B
2,2,2025-08-15,2,2025-08-15_B2,0.0012946380407811474,0.005286438666522916,52.07194280510594,14.83,<20,C,A
2,2,2025-08-19,2,2025-08-19_B2,-0.011545101424255582,-0.006042296072507577,51.47426848417346,14.99,<20,C,B
3,3,2025-08-20,1,2025-08-20_B1,0.005567077829931286,-0.00152821744351054,45.10363803224845,15.57,<20,C,B
2,2,2025-08-25,1,2025-08-25_B1,-0.0007447600808595933,0.0005319714863284538,57.89217350683653,14.22,<20,C,B
3,3,2025-08-25,2,2025-08-25_B2,0.001277683134582672,0.007985519591141396,57.421965224590764,14.22,<20,C,B
2,2,2025-08-28,1,2025-08-28_B1,0.002617801047120419,0.0009424083769633866,62.426920301422214,14.85,<20,C,A
2,2,2025-08-29,2,2025-08-29_B2,-0.02805107808247861,-0.018735608122252525,61.834187727580435,14.43,<20,C,A
3,3,2025-09-02,1,2025-09-02_B1,0.009584320482446701,0.000538444970923941,44.22641596755041,15.36,<20,C,B
2,2,2025-09-05,2,2025-09-05_B2,-0.0020133517007523334,0.0050863621913742685,51.215331148446566,15.3,<20,C,A
3,3,2025-09-08,1,2025-09-08_B1,0.007114036950520147,0.02537693777872145,50.25835141879691,15.18,<20,C,B
2,2,2025-09-10,1,2025-09-10_B1,0.0023988318731748433,0.014810179390905317,56.78974831966268,15.04,<20,C,A
2,2,2025-09-24,1,2025-09-24_B1,-0.0075039494470774595,-0.006615323854660364,63.622188555580614,16.64,<20,C,B
3,3,2025-09-24,2,2025-09-24_B2,0.0008953442101074753,0.0045762037405492235,57.44258257199135,16.64,<20,C,A
2,2,2025-09-29,1,2025-09-29_B1,0.001471742543171031,-0.03296703296703296,62.1621223649922,15.29,<20,C,A
2,2,2025-10-01,2,2025-10-01_B2,-0.01782421634910888,-0.013931571399303415,40.38168075044945,16.28,<20,C,B
3,3,2025-10-02,1,2025-10-02_B1,0.0039632874426367305,0.010012515644555778,35.11389497245315,16.29,<20,C,B
2,2,2025-10-07,1,2025-10-07_B1,0.006346894183747783,0.0031214233690562603,38.34154922457493,16.37,<20,C,A
2,2,2025-10-08,2,2025-10-08_B2,-0.006481287894626702,-0.008362952122099072,37.64196743073604,17.24,<20,C,B
3,3,2025-10-09,1,2025-10-09_B1,-0.0018939393939394655,-0.013994107744107875,35.39631703068051,16.3,<20,C,A
4,4,2025-10-09,2,2025-10-09_B2,-0.012123128821421102,-0.020662028252161013,34.74817918167619,16.3,<20,C,B
5,5,2025-10-10,1,2025-10-10_B1,-0.008643687973535248,0.018567922313520533,30.86024665955624,16.43,<20,C,A
6,6,2025-10-10,2,2025-10-10_B2,0.027448869752421928,0.023035522066738433,28.446009761771634,16.43,<20,C,B
2,2,2025-10-15,1,2025-10-15_B1,0.002031281738777197,-0.01533617712776753,55.00649767305679,20.81,20-25,C,B
2,2,2025-10-16,2,2025-10-16_B2,0.009664880764786235,0.00861435024687475,42.80807565562722,20.64,20-25,C,B
2,2,2025-10-29,2,2025-10-29_B2,0.01702691680261013,0.010705546492659024,51.28777452467977,16.42,<20,C,B
2,2,2025-10-31,1,2025-10-31_B1,0.011212121212121206,0.0141414141414142,53.96675375566088,16.91,<20,C,B
2,2,2025-11-06,1,2025-11-06_B1,0.0008973975471132635,-0.014757204108086588,55.34351655086263,18.01,<20,C,A
2,2,2025-11-13,1,2025-11-13_B1,-0.011152783260955345,-0.007599684168969562,55.262051448945684,17.51,<20,C,B
3,3,2025-11-13,2,2025-11-13_B2,0.003593172971354421,-0.003992414412615945,49.975573077252825,17.51,<20,C,B
2,2,2025-11-17,1,2025-11-17_B1,-0.011133603238866339,-0.0018218623481780628,43.93776312354573,19.83,<20,C,A
3,3,2025-11-17,2,2025-11-17_B2,0.009416581371545565,0.0012282497441145376,39.82267757755864,19.83,<20,C,B
2,2,2025-11-20,2,2025-11-20_B2,0.006280889621087309,0.011326194398681984,39.98601470910501,23.66,20-25,C,A
2,2,2025-12-01,1,2025-12-01_B1,-0.004966403739409786,0.00379783815366638,61.30255578386799,16.35,<20,C,B
3,3,2025-12-01,2,2025-12-01_B2,0.008807985907222465,0.004795458993932226,58.35048930244736,16.35,<20,C,B
2,2,2025-12-16,1,2025-12-16_B1,0.0019913106444605254,0.002715423606082523,61.43563583036381,16.5,<20,C,B
2,2,2025-12-26,1,2025-12-26_B1,0.003350083752093731,-0.013149078726968235,70.30590180321383,13.47,<20,C,A
2,2,2025-12-29,2,2025-12-29_B2,-0.009956599438345686,-0.007658922644881334,60.744434646584736,13.6,<20,C,A
3,3,2025-12-30,1,2025-12-30_B1,0.0023207839092315285,0.0006876396768093372,55.9586209258645,14.2,<20,C,A
2,2,2025-12-31,2,2025-12-31_B2,0.010164527521750302,0.01714187268498574,54.52655348157705,14.33,<20,C,B
2,2,2026-01-07,1,2026-01-07_B1,-0.000744909783148396,-0.002069193842079126,61.70566104710528,14.75,<20,C,B
3,3,2026-01-07,2,2026-01-07_B2,-0.0013252712664624435,-0.006460697424003985,61.31578944108517,14.75,<20,C,A
4,4,2026-01-08,1,2026-01-08_B1,-0.005142241021812975,0.0009952724558348225,60.58294943900137,15.38,<20,C,A
5,5,2026-01-08,2,2026-01-08_B2,0.00616923718215919,0.00616923718215919,57.70485154698473,15.38,<20,C,B
2,2,2026-01-13,2,2026-01-13_B2,-0.0399274047186932,-0.0335321061273874,41.70245759168883,15.12,<20,C,A
3,3,2026-01-14,1,2026-01-14_B1,0.006661265640471643,0.04905932127104152,30.804069458650872,15.98,<20,C,B
2,2,2026-01-20,1,2026-01-20_B1,-0.013445821249670455,0.00017576236927670287,42.24209902552025,15.86,<20,C,A
3,3,2026-01-20,2,2026-01-20_B2,0.013807233208622814,0.009175129164439704,39.193760518776905,15.86,<20,C,A
2,2,2026-01-23,1,2026-01-23_B1,0.0023944661227385242,0.014100744945015866,42.13718080646984,15.64,<20,C,A
2,2,2026-01-27,1,2026-01-27_B1,0.0033391915641477125,-0.0033391915641475876,45.38414091139524,16.15,<20,C,B
2,2,2026-02-03,1,2026-02-03_B1,0.0009472959007922789,0.01817085773337926,54.50312858174962,16.34,<20,C,A
2,2,2026-02-10,1,2026-02-10_B1,0.013360995850622401,-0.014605809128630748,60.7921415550758,17.36,<20,C,B
2,2,2026-02-11,2,2026-02-11_B2,-0.048653715064757956,-0.05351056578050444,49.763871931222795,17.79,<20,C,B
3,3,2026-02-12,1,2026-02-12_B1,-0.005105239587998274,-0.008240035826242737,38.02622841522709,17.65,<20,C,A
4,4,2026-02-12,2,2026-02-12_B2,-0.003150882247029117,-0.002340655383507428,37.085858937340404,17.65,<20,C,A
5,5,2026-02-13,1,2026-02-13_B1,0.0008127878623678244,0.024293326108552313,36.489157640515074,20.82,20-25,C,A
2,2,2026-02-24,2,2026-02-24_B2,0.0395253308991328,0.04363304427202192,37.87142778357907,21.01,20-25,C,A
2,2,2026-03-03,2,2026-03-03_B2,0.0038808664259928414,0.004422382671480226,43.94914752651724,21.44,20-25,C,A
2,2,2026-03-11,1,2026-03-11_B1,0.007474393282273712,-0.025929685337270483,45.62714352611913,24.93,20-25,C,B
2,2,2026-03-12,2,2026-03-12_B2,0.006540284360189552,0.001706161137440823,40.5457044950566,24.23,20-25,C,A
2,2,2025-02-05,1,2025-02-05_B1,-0.014895978801876207,-0.021592007734450434,,,>=25,COIN,A
3,3,2025-02-05,2,2025-02-05_B2,-0.0067972810875649905,-0.017592962814874165,,,>=25,COIN,B
4,4,2025-02-06,1,2025-02-06_B1,-0.010869565217391405,0.028473137168789242,,,>=25,COIN,A
5,5,2025-02-06,2,2025-02-06_B2,0.03977503977503978,0.015170015170015256,,,>=25,COIN,A
2,2,2025-02-11,1,2025-02-11_B1,0.0030052592036063537,0.022201352366641718,,15.81,<20,COIN,A
2,2,2025-02-14,2,2025-02-14_B2,-0.039642596644784846,-0.03482859226841726,46.25192533804289,15.1,<20,COIN,B
3,3,2025-02-18,1,2025-02-18_B1,0.00501272168002124,-0.014240686590969507,39.98366445538119,14.77,<20,COIN,A
2,2,2025-02-19,2,2025-02-19_B2,-0.012947360284455525,-0.008038958027363315,37.81855733910792,15.35,<20,COIN,B
3,3,2025-02-20,1,2025-02-20_B1,0.0049727867183524755,-0.04600806609499197,35.98747179275513,15.27,<20,COIN,B
2,2,2025-02-21,2,2025-02-21_B2,-0.014953271028037425,-0.03542905692438404,27.376306215980392,15.66,<20,COIN,B
3,3,2025-02-24,1,2025-02-24_B1,-0.020786613765740872,-0.0966016905295843,26.088953633568607,18.21,<20,COIN,A
4,4,2025-02-24,2,2025-02-24_B2,-0.0774244693032679,-0.06377169030212274,24.397146868370953,18.21,<20,COIN,A
5,5,2025-02-25,1,2025-02-25_B1,0.014798548787473853,0.010645407676150555,19.444408845791315,18.98,<20,COIN,B
2,2,2025-03-03,2,2025-03-03_B2,0.01151547543851127,0.030999465526456417,27.119874823840846,19.63,<20,COIN,B
2,2,2025-03-06,2,2025-03-06_B2,0.00924412904430641,0.013912881086885428,38.476159891606244,21.93,20-25,COIN,A
2,2,2025-03-10,2,2025-03-10_B2,0.02571396697902714,0.06838464970995087,24.494764514394504,23.37,20-25,COIN,A
2,2,2025-03-13,1,2025-03-13_B1,-0.01047762358579945,0.01549350721729923,30.62361032807698,24.23,20-25,COIN,B
3,3,2025-03-13,2,2025-03-13_B2,0.02624612785130947,0.03052661222190925,29.926935154574565,24.23,20-25,COIN,B
2,2,2025-03-18,2,2025-03-18_B2,0.019874130506790454,0.04780832505244576,35.537907692375825,20.51,20-25,COIN,B
2,2,2025-03-27,2,2025-03-27_B2,-0.07551876028233305,-0.0767924428169612,43.90702222610995,18.33,<20,COIN,B
3,3,2025-03-28,1,2025-03-28_B1,-0.0013777267508609684,-0.02043628013777269,35.356598526674844,18.69,<20,COIN,A
4,4,2025-03-28,2,2025-03-28_B2,-0.019084847091285478,-0.008795125316164642,35.23198025306564,18.69,<20,COIN,B
5,5,2025-03-31,1,2025-03-31_B1,0.010489920300047003,0.013654477262072274,33.47432149855047,21.65,20-25,COIN,A
2,2,2025-04-07,2,2025-04-07_B2,-0.030965854899217934,-0.03637057290010808,32.94224524311045,45.31,>=25,COIN,B
3,3,2025-04-08,1,2025-04-08_B1,-0.005577427821522272,0.08622047244094479,30.466012869763972,46.98,>=25,COIN,B
4,4,2025-04-08,2,2025-04-08_B2,0.09231276806334529,0.16878917848894742,30.041554356693126,46.98,>=25,COIN,B
2,2,2025-04-16,2,2025-04-16_B2,0.017411491584445733,0.015786419036564126,48.99303630773417,30.12,>=25,COIN,B
2,2,2025-04-21,1,2025-04-21_B1,0.011328824923414879,0.09323160510953123,49.38440986222772,29.65,>=25,COIN,B
2,2,2025-04-28,1,2025-04-28_B1,0.036190187764990854,0.03876438522107817,59.297843270516715,24.84,20-25,COIN,B
2,2,2025-05-05,1,2025-05-05_B1,-0.009038089089735279,-0.02696528777871583,55.04637179219309,22.68,20-25,COIN,A
3,3,2025-05-05,2,2025-05-05_B2,-0.018090704084189495,-0.013329992483087071,53.288556266209625,22.68,20-25,COIN,B
4,4,2025-05-06,1,2025-05-06_B1,0.004848422986628502,0.0016331530060222168,49.885717899825096,23.64,20-25,COIN,A
2,2,2025-05-09,1,2025-05-09_B1,-0.013215204909918767,0.04335775094040794,53.6928184683801,22.48,20-25,COIN,B
3,3,2025-05-09,2,2025-05-09_B2,0.05733059136279283,0.03842102623263278,51.11697889171627,22.48,20-25,COIN,B
2,2,2025-05-15,2,2025-05-15_B2,0.09473555037427904,0.09011330633615577,64.03019593830697,18.62,<20,COIN,B
2,2,2025-05-19,1,2025-05-19_B1,-0.001475428441720525,-0.0011349449551697173,69.06963161721828,17.24,<20,COIN,A
3,3,2025-05-19,2,2025-05-19_B2,0.0003409865878607827,-0.009850723649314325,68.78537376214015,17.24,<20,COIN,B
2,2,2025-05-21,1,2025-05-21_B1,0.00030911901081910387,0.038523956723338366,64.53649581847223,18.09,<20,COIN,A
2,2,2025-05-23,2,2025-05-23_B2,0.01573247197415939,0.012160364810944502,62.4620139317944,20.28,20-25,COIN,A
2,2,2025-05-28,1,2025-05-28_B1,-0.014147835187410387,-0.02856699872088067,56.3805772174098,18.96,<20,COIN,B
3,3,2025-05-28,2,2025-05-28_B2,-0.014626091059212074,-0.02138869230164346,53.49215516757151,18.96,<20,COIN,B
4,4,2025-05-29,1,2025-05-29_B1,-0.006862979810071019,-0.017955470433325352,50.64443306213947,19.31,<20,COIN,A
5,5,2025-05-29,2,2025-05-29_B2,-0.011169144234632387,-0.009722780233025375,49.33661582380795,19.31,<20,COIN,A
6,6,2025-05-30,1,2025-05-30_B1,0.001462701121404133,0.0008532423208191449,47.214393908044,19.18,<20,COIN,B
2,2,2025-06-04,2,2025-06-04_B2,-0.012784424114473416,-0.04515599343185554,55.00199234440138,17.69,<20,COIN,A
3,3,2025-06-05,1,2025-06-05_B1,-0.03279078056314602,0.0032473961427271062,51.49003675220958,17.61,<20,COIN,B
4,4,2025-06-05,2,2025-06-05_B2,0.03725995987388946,0.028333947508496157,43.85431351011278,17.61,<20,COIN,B
2,2,2025-06-10,2,2025-06-10_B2,0.0025888444339844537,-0.016239115085902513,53.22760849910983,17.16,<20,COIN,A
2,2,2025-06-12,1,2025-06-12_B1,-0.014432315303160395,-0.019910871253935175,42.64105149097607,17.26,<20,COIN,A
3,3,2025-06-12,2,2025-06-12_B2,-0.005558782045963675,0.006927735833402421,39.689459983960106,17.26,<20,COIN,B
4,4,2025-06-13,1,2025-06-13_B1,0.01255631570165189,0.07946771233105282,38.59726627925969,18.02,<20,COIN,A
2,2,2025-06-27,1,2025-06-27_B1,-0.004535211267605672,-0.008760563380281729,71.87350353641885,16.59,<20,COIN,A
3,3,2025-06-27,2,2025-06-27_B2,-0.004244602280766292,-0.008093041681994435,70.8702224684734,16.59,<20,COIN,B
4,4,2025-06-30,1,2025-06-30_B1,-0.0038648441274262233,-0.040325101594248194,69.89134736925864,16.32,<20,COIN,A
5,5,2025-06-30,2,2025-06-30_B2,-0.03660171739936663,-0.043619661655207725,68.96130805303879,16.32,<20,COIN,A
6,6,2025-07-01,1,2025-07-01_B1,-0.007284572105418951,0.044951140065146604,60.74859640746052,16.73,<20,COIN,B
7,7,2025-07-01,2,2025-07-01_B2,0.052619019210118086,0.05736188998926148,59.29058817266876,16.73,<20,COIN,B
2,2,2025-07-08,1,2025-07-08_B1,0.005697117428644287,0.032652135710439,63.388580951808216,17.79,<20,COIN,B
2,2,2025-07-15,1,2025-07-15_B1,-0.012344422102878581,0.029143017129476416,75.08214670793774,17.2,<20,COIN,A
3,3,2025-07-15,2,2025-07-15_B2,0.04200597876507565,0.026028244510875077,69.9431874772126,17.2,<20,COIN,B
2,2,2025-07-22,1,2025-07-22_B1,-0.004382077794189987,-0.0430822255046775,61.76203414991236,16.65,<20,COIN,A
3,3,2025-07-22,2,2025-07-22_B2,-0.038870481182928705,-0.01654220859502497,60.49460307654836,16.65,<20,COIN,A
4,4,2025-07-23,1,2025-07-23_B1,0.0232312837664009,0.017751479289940916,50.61576652000874,16.5,<20,COIN,A
2,2,2025-07-25,2,2025-07-25_B2,-0.03789677979519389,-0.031512551393038574,51.12788783664267,15.39,<20,COIN,B
3,3,2025-07-28,1,2025-07-28_B1,0.006635700066357001,-0.017677504976775116,42.66396296408753,14.93,<20,COIN,B
2,2,2025-08-01,1,2025-08-01_B1,-0.006501293946853507,0.0033768856908413594,25.195214263033392,16.72,<20,COIN,A
3,3,2025-08-01,2,2025-08-01_B2,0.009942820838627686,0.010864040660737026,24.789944198871808,16.72,<20,COIN,B
2,2,2025-08-05,2,2025-08-05_B2,0.008523489932885975,0.018791946308724907,22.501946950895373,17.52,<20,COIN,A
2,2,2025-08-12,1,2025-08-12_B1,0.009957414829659339,0.023985470941883667,40.67452282087803,16.25,<20,COIN,A
2,2,2025-08-15,2,2025-08-15_B2,0.020349661363994444,0.010332335800913623,41.07266114846226,14.83,<20,COIN,B
2,2,2025-08-19,1,2025-08-19_B1,-0.009965252737166527,-0.007441159116239369,36.02001120319863,14.99,<20,COIN,A
3,3,2025-08-19,2,2025-08-19_B2,0.0025495000331105184,0.007913383219654471,34.70529856957354,14.99,<20,COIN,B
2,2,2025-08-25,1,2025-08-25_B1,-0.013927396995293034,-0.020600941388870933,44.23208714496663,14.22,<20,COIN,B
3,3,2025-08-25,2,2025-08-25_B2,-0.006767802262473004,0.00915451513764471,41.85824191097295,14.22,<20,COIN,B
4,4,2025-08-26,1,2025-08-26_B1,0.016030810757431135,0.01991507291220894,40.73025671985451,14.79,<20,COIN,A
2,2,2025-08-29,1,2025-08-29_B1,-0.005743375538441427,-0.009267719618848633,43.21431924725338,14.43,<20,COIN,B
3,3,2025-08-29,2,2025-08-29_B2,-0.0035447026388341343,-0.0036759879217539864,41.90310370587314,14.43,<20,COIN,A
4,4,2025-09-02,1,2025-09-02_B1,-0.00013175230566541654,0.0035573122529643742,41.07940882257161,15.36,<20,COIN,A
5,5,2025-09-02,2,2025-09-02_B2,0.0036895506654368313,-0.004117802081960733,41.047225942447234,15.36,<20,COIN,B
2,2,2025-09-05,1,2025-09-05_B1,0.005953782501934077,0.02374785562918363,37.56133895951356,15.3,<20,COIN,B
2,2,2025-09-10,2,2025-09-10_B2,0.015221665503900588,0.027462421513287327,55.18509468224771,15.04,<20,COIN,B
2,2,2025-09-17,2,2025-09-17_B2,0.08031451839370966,0.0700489874879091,53.99673915266803,16.36,<20,COIN,B
2,2,2025-09-19,1,2025-09-19_B1,0.004843254667136249,-0.030644593166607954,65.91447840652091,15.7,<20,COIN,B
2,2,2025-09-23,2,2025-09-23_B2,0.0126503201624239,0.00506012806496956,46.315533296621766,16.1,<20,COIN,B
2,2,2025-09-25,1,2025-09-25_B1,-0.013985789152171708,0.006848213998649817,40.347122818381656,16.18,<20,COIN,B
3,3,2025-09-25,2,2025-09-25_B2,0.021129516107995364,0.01956436676666232,37.79732703872074,16.18,<20,COIN,B
2,2,2025-10-09,1,2025-10-09_B1,0.008704717227000345,-0.05569455303622623,67.58801767243995,16.3,<20,COIN,A
2,2,2025-10-10,2,2025-10-10_B2,-0.019410133602218164,-0.0004201327619527134,48.70533109441718,16.43,<20,COIN,A
3,3,2025-10-13,1,2025-10-13_B1,0.019365895458440367,0.006255355612682084,45.19736472679486,21.66,20-25,COIN,B
2,2,2025-10-14,2,2025-10-14_B2,-0.015289534577194654,-0.01523095398494492,41.483960706146675,19.03,<20,COIN,A
3,3,2025-10-15,1,2025-10-15_B1,5.949016924947741e-05,-0.0016062345697374118,39.233977668093246,20.81,20-25,COIN,B
2,2,2025-10-16,2,2025-10-16_B2,-0.002786527744124109,0.01793070026653731,36.40858481291265,20.64,20-25,COIN,A
3,3,2025-10-17,1,2025-10-17_B1,0.020775118454622692,0.0601992467500911,35.97953819912432,25.31,>=25,COIN,A
2,2,2025-10-21,1,2025-10-21_B1,-0.006278421593076259,-0.080269913451665,45.492820422598996,18.23,<20,COIN,A
3,3,2025-10-21,2,2025-10-21_B2,-0.07445897670573638,-0.0539399486286203,44.25717905432424,18.23,<20,COIN,B
