date,ticker,timestamp,direction,rsi,rsi_slope,rsi_phase_score,phase,zone,fwd_15m,fwd_30m,fwd_60m,fwd_eod
2025-10-23,GS,2025-10-23 12:45:00,LONG,54.75,1.8577,0.9022,L3,3,-0.006512,-0.007332,0.004218,-0.008219
2025-10-23,GS,2025-10-23 12:50:00,SHORT,46.72,0.4067,0.3399,S6,3,-0.007084,-0.000298,-0.000867,0.000555
2025-10-23,GS,2025-10-23 13:05:00,LONG,54.3,0.044,0.4867,L3,3,-0.006738,0.003515,-0.006765,-0.007585
2025-10-23,GS,2025-10-23 13:20:00,SHORT,46.94,-0.9536,0.7801,S3,3,-0.010322,-0.000569,-0.010014,0.000853
2025-10-23,GS,2025-10-23 13:25:00,LONG,54.74,-0.9154,0.206,L6,3,0.002786,-0.007494,-0.008085,-0.008905
2025-10-23,GS,2025-10-23 14:00:00,SHORT,45.46,-3.5965,0.9577,S3,4,0.001042,-0.010609,0.002287,0.001232
2025-10-23,GS,2025-10-23 14:30:00,LONG,56.34,2.615,0.9188,L4,4,-0.011623,-0.012761,-0.013552,-0.011717
2025-10-23,GS,2025-10-23 14:35:00,SHORT,46.85,0.3934,0.3444,S6,4,0.000569,0.001666,0.00153,0.000691
2025-10-24,GS,2025-10-24 09:30:00,LONG,72.19,5.391,0.311,L5,1,0.008127,0.008646,0.013843,-0.004639
2025-10-24,GS,2025-10-24 11:10:00,SHORT,35.64,-13.0951,0.6942,S4,2,-0.001397,-0.039838,-0.000403,-0.007375
2025-10-24,GS,2025-10-24 11:15:00,LONG,62.42,-3.2058,0.0433,L6,2,0.005029,0.006402,-0.031023,-0.025069
2025-10-24,GS,2025-10-24 11:55:00,SHORT,45.45,-0.9754,0.7731,S3,2,1.3e-05,-0.001679,-0.037012,-0.006956
2025-10-24,GS,2025-10-24 12:00:00,LONG,54.93,-1.3501,0.1361,L6,3,-0.035118,-0.03429,-2.6e-05,-0.029189
2025-10-24,GS,2025-10-24 12:05:00,SHORT,46.27,-1.062,0.7996,S3,3,-0.000994,-0.034414,-0.001638,-0.006969
2025-10-24,GS,2025-10-24 12:40:00,LONG,55.72,2.7779,0.9321,L4,3,0.003789,0.00202,-0.031413,-0.025304
2025-10-24,GS,2025-10-24 12:45:00,SHORT,46.57,0.864,0.2197,S6,3,-0.035703,-0.001247,-0.033924,-0.005498
2025-10-24,GS,2025-10-24 12:50:00,LONG,55.52,0.8005,0.7203,L4,3,-0.034564,-0.034033,-0.035509,-0.029425
2025-10-24,GS,2025-10-24 13:20:00,SHORT,46.64,-1.6808,0.8994,S3,3,0.00197,0.001527,0.001795,-0.00477
2025-10-24,GS,2025-10-24 13:55:00,LONG,55.06,1.8326,0.8965,L4,3,0.001821,-0.035087,0.003808,-0.028741
2025-10-24,GS,2025-10-24 14:00:00,SHORT,47.3,0.1023,0.4425,S6,4,-0.037451,0.000577,-0.00106,-0.00597
2025-10-24,GS,2025-10-24 14:10:00,LONG,55.04,0.8526,0.7387,L4,4,-0.036841,-0.035755,-0.033751,-0.030506
2025-10-24,GS,2025-10-24 14:25:00,SHORT,46.92,-0.887,0.7636,S3,4,-0.001128,-0.04031,-0.000738,-0.006577
2025-10-24,GS,2025-10-24 14:55:00,LONG,57.85,2.1748,0.875,L4,4,-0.035664,-0.038038,-0.032426,-0.032426
2025-10-24,GS,2025-10-24 15:00:00,SHORT,47.67,1.1566,0.1671,S6,5,0.001206,-0.005575,-0.050667,-0.004905
2025-10-27,GS,2025-10-27 09:30:00,LONG,65.26,3.2306,0.6473,L5,1,0.001746,0.002102,0.003826,-0.002511
2025-10-27,GS,2025-10-27 13:05:00,SHORT,50.51,-0.0109,0.4908,S3,3,-0.000525,-0.000576,-0.000627,-0.001396
2025-10-27,GS,2025-10-27 13:45:00,LONG,52.22,0.5393,0.6683,L3,3,-0.000218,3.8e-05,0.00107,0.000806
2025-10-27,GS,2025-10-27 14:10:00,SHORT,47.54,-1.2118,0.8388,S3,4,-0.00041,-0.000384,7.7e-05,-0.001652
2025-10-27,GS,2025-10-27 14:45:00,LONG,57.4,1.7368,0.8531,L4,4,-0.001529,-0.00222,-0.00144,-0.000264
2025-10-27,GS,2025-10-27 14:50:00,SHORT,46.85,0.9073,0.2112,S6,4,-0.000641,-7.7e-05,-0.000641,-0.001909
2025-10-27,GS,2025-10-27 15:55:00,LONG,57.85,1.4095,0.8075,L4,5,0.003144,0.003011,0.008289,0.0
2025-10-28,GS,2025-10-28 11:15:00,SHORT,40.56,-2.7426,0.8577,S4,2,-0.002288,0.000143,-0.000502,-0.001138
2025-10-28,GS,2025-10-28 13:45:00,LONG,53.55,1.2669,0.8408,L3,3,-0.001843,-0.000466,-0.001142,-0.001537
2025-10-28,GS,2025-10-28 14:35:00,SHORT,44.49,-2.0232,0.905,S4,4,-0.002257,5.1e-05,-0.001969,-0.001279
2025-10-28,GS,2025-10-28 15:40:00,LONG,52.52,1.4028,0.8704,L3,5,-0.000651,0.006181,-0.001127,-0.000651
2025-10-29,GS,2025-10-29 10:15:00,SHORT,46.37,-2.4414,0.947,S3,2,0.001619,0.000942,-0.007606,0.001846
2025-10-29,GS,2025-10-29 10:20:00,LONG,52.63,1.2722,0.8485,L3,2,-0.00333,-0.001583,0.005626,-0.004257
2025-10-29,GS,2025-10-29 10:25:00,SHORT,47.78,1.457,0.1272,S6,2,0.00268,-0.003084,-0.001159,0.002313
2025-10-29,GS,2025-10-29 11:10:00,LONG,51.71,-0.418,0.3405,L6,2,1.3e-05,0.009907,-0.000561,-0.003456
2025-10-29,GS,2025-10-29 12:15:00,SHORT,46.55,-0.5119,0.6527,S3,3,-0.000959,0.000243,-0.000959,0.001125
2025-10-29,GS,2025-10-29 12:40:00,LONG,53.05,1.6586,0.8995,L3,3,-0.004517,-0.004441,-0.002648,-0.006513
2025-10-29,GS,2025-10-29 12:45:00,SHORT,46.1,0.2236,0.3964,S6,3,-0.001726,-0.001202,-0.000716,0.000882
2025-10-29,GS,2025-10-29 12:50:00,LONG,53.81,0.4186,0.6198,L3,3,-0.004464,-0.005872,-0.006161,-0.007538
2025-10-29,GS,2025-10-29 12:55:00,SHORT,47.7,-1.2222,0.8417,S3,3,-7.7e-05,-0.001494,0.002201,0.002005
2025-10-29,GS,2025-10-29 15:05:00,LONG,52.34,0.0065,0.4822,L3,5,-0.002704,-0.004055,-0.011681,-0.003456
2025-10-29,GS,2025-10-29 15:15:00,SHORT,44.68,-1.4355,0.8494,S4,5,-0.001243,-0.002205,-0.005607,-0.001718
2025-10-30,GS,2025-10-30 09:50:00,LONG,60.72,6.8468,0.8346,L4,1,0.002225,0.004764,0.008221,-0.018226
2025-10-30,GS,2025-10-30 11:15:00,SHORT,42.02,-3.8351,0.9036,S4,2,-0.024076,-0.016636,-0.019095,0.005057
2025-10-30,GS,2025-10-30 11:30:00,LONG,56.27,4.3087,0.9367,L4,2,-0.007265,-0.005673,-0.005623,-0.028448
2025-10-30,GS,2025-10-30 11:35:00,SHORT,43.19,1.6925,0.0991,S6,2,-0.020537,-0.020493,-0.001663,0.0033
2025-10-30,GS,2025-10-30 11:55:00,LONG,53.2,3.0048,0.965,L3,2,-0.019875,0.000363,-0.021378,-0.023235
2025-10-30,GS,2025-10-30 12:10:00,SHORT,42.58,-2.1344,0.8812,S4,3,-0.020648,-0.018991,0.000915,0.003429
2025-10-30,GS,2025-10-30 12:15:00,LONG,52.92,-1.0973,0.176,L6,3,-0.000763,-0.021225,-0.021237,-0.023699
2025-10-30,GS,2025-10-30 12:35:00,SHORT,43.26,-1.9862,0.8843,S4,3,0.002445,0.002445,0.00242,0.004955
2025-10-30,GS,2025-10-30 12:40:00,LONG,51.87,-1.1863,0.163,L6,3,-0.020142,-0.019535,-0.019547,-0.022001
2025-10-30,GS,2025-10-30 12:45:00,SHORT,43.73,-1.8836,0.8843,S4,3,1.3e-05,1.3e-05,-0.00138,0.002529
2025-10-30,GS,2025-10-30 13:30:00,LONG,55.12,3.3886,0.949,L4,3,-0.01746,-0.018182,-0.016928,-0.021296
2025-10-30,GS,2025-10-30 13:35:00,SHORT,44.09,0.0875,0.4312,S6,3,-0.001393,-0.000529,-0.012023,0.002542
2025-10-31,GS,2025-10-31 09:45:00,LONG,53.42,1.3632,0.8577,L3,1,-0.001087,0.002822,0.003623,0.00254
2025-10-31,GS,2025-10-31 11:55:00,SHORT,46.86,-0.8951,0.7652,S3,2,0.000941,-0.001032,-0.001739,-0.003152
2025-10-31,GS,2025-10-31 12:05:00,LONG,51.19,0.7764,0.7442,L3,3,-0.000103,-0.001552,-1.3e-05,0.001282
2025-10-31,GS,2025-10-31 12:10:00,SHORT,44.86,-0.8377,0.7339,S4,3,-0.001975,-0.001937,-0.000223,-0.004097
2025-10-31,GS,2025-10-31 14:10:00,LONG,51.91,0.6519,0.7049,L3,4,0.00163,0.001643,0.004851,0.001938
2025-11-03,GS,2025-11-03 09:55:00,SHORT,45.62,-5.9976,0.9637,S3,1,0.002839,0.003677,-0.006853,-0.003514
2025-11-03,GS,2025-11-03 10:55:00,LONG,61.74,3.8943,0.7983,L4,2,-0.002055,-0.000806,-0.00092,-0.003316
2025-11-03,GS,2025-11-03 13:25:00,SHORT,48.54,-0.5819,0.6852,S3,3,-0.000945,0.000764,0.000498,0.001009
2025-11-03,GS,2025-11-03 13:30:00,LONG,51.55,-0.1202,0.4398,L6,3,-0.002384,-0.000983,-0.00074,-0.001991
2025-11-03,GS,2025-11-03 13:35:00,SHORT,46.48,-0.6473,0.6944,S3,3,7.6e-05,-0.000593,-0.000209,0.000289
2025-11-04,GS,2025-11-04 10:00:00,LONG,57.37,4.2634,0.9173,L4,2,0.013623,0.009006,-0.019546,-0.018004
2025-11-04,GS,2025-11-04 11:05:00,SHORT,29.79,-8.3828,0.4027,S5,2,0.001303,0.00288,0.004067,-0.00451
2025-11-04,GS,2025-11-04 13:00:00,LONG,62.25,2.9399,0.7724,L4,3,-0.001015,-0.02002,-0.019842,-0.018543
2025-11-04,GS,2025-11-04 13:35:00,SHORT,48.67,-2.0322,0.9432,S3,3,-0.019075,-0.000753,-0.000883,-0.000273
2025-11-04,GS,2025-11-04 13:50:00,LONG,59.38,2.2663,0.8446,L4,3,-0.017979,-0.016591,-0.017813,-0.01845
2025-11-04,GS,2025-11-04 14:10:00,SHORT,48.5,-2.0492,0.9434,S3,4,-0.002493,-0.016886,0.001571,-0.000597
2025-11-04,GS,2025-11-04 14:40:00,LONG,59.64,1.8228,0.8119,L4,4,-0.015546,-0.018151,-0.015419,-0.016019
2025-11-04,GS,2025-11-04 15:00:00,SHORT,48.56,-2.2978,0.9574,S3,5,0.003009,0.00118,-0.010323,0.000467
2025-11-05,GS,2025-11-05 09:30:00,LONG,59.42,2.2251,0.8418,L4,1,-0.006265,-0.003667,-0.001259,0.006367
2025-11-05,GS,2025-11-05 13:20:00,SHORT,47.01,-0.7591,0.7302,S3,3,-0.00598,-0.002777,-0.00247,-0.003302
2025-11-05,GS,2025-11-05 13:35:00,LONG,54.97,3.1949,0.9489,L3,3,-0.003184,0.001429,-0.002497,-0.002662
2025-11-05,GS,2025-11-05 13:55:00,SHORT,49.22,-0.967,0.7953,S3,3,-0.000179,-0.001622,-0.000255,-0.001443
2025-11-05,GS,2025-11-05 14:05:00,LONG,56.72,0.8504,0.7188,L4,4,-0.004912,-0.003921,-0.006258,-0.004086
2025-11-05,GS,2025-11-05 14:20:00,SHORT,49.97,-0.0253,0.4952,S3,4,-0.000996,0.000166,-0.001736,-0.00083
2025-11-05,GS,2025-11-05 14:25:00,LONG,51.43,-0.9973,0.1959,L6,4,0.001171,-0.001365,-0.000128,-0.000179
2025-11-05,GS,2025-11-05 14:55:00,SHORT,48.77,-0.9415,0.7873,S3,4,-0.000549,-0.001239,-0.001188,-0.001188
2025-11-05,GS,2025-11-05 15:20:00,LONG,53.74,1.4395,0.8664,L3,5,-0.000828,0.000178,-0.003858,-0.000905
2025-11-06,GS,2025-11-06 09:55:00,SHORT,37.53,-4.7781,0.7727,S4,1,-0.000821,-0.002843,0.005019,-0.010135
2025-11-06,GS,2025-11-06 11:25:00,LONG,56.12,1.6107,0.8609,L4,2,-0.018383,-0.019139,-0.019215,0.000637
2025-11-06,GS,2025-11-06 11:35:00,SHORT,41.62,-0.438,0.5796,S4,2,-0.017401,0.000673,-0.001526,-0.018036
2025-11-06,GS,2025-11-06 11:50:00,LONG,55.06,1.5136,0.8629,L4,2,-0.017765,-0.020134,-0.01319,0.000624
2025-11-06,GS,2025-11-06 11:55:00,SHORT,42.63,1.6334,0.1026,S6,2,-0.000527,7.7e-05,-0.006713,-0.020161
2025-11-06,GS,2025-11-06 12:00:00,LONG,53.85,1.3773,0.8562,L3,3,0.0,-0.016127,-0.012812,0.000624
2025-11-06,GS,2025-11-06 12:05:00,SHORT,45.05,-2.1213,0.9181,S3,3,0.002412,-0.0022,-0.01762,-0.018721
2025-11-06,GS,2025-11-06 13:05:00,LONG,56.57,1.6083,0.8538,L4,3,0.00177,-0.007871,0.001095,0.001083
2025-11-06,GS,2025-11-06 13:10:00,SHORT,47.94,0.6219,0.2809,S6,3,-0.003816,-0.00767,-0.010418,-0.014971
2025-11-06,GS,2025-11-06 13:20:00,LONG,56.57,0.6551,0.6685,L4,3,-0.009625,-0.006772,6.4e-05,-0.000687
2025-11-07,GS,2025-11-07 09:30:00,SHORT,34.22,-4.3801,0.6265,S5,1,-0.003842,9e-05,-0.010172,-0.01121
2025-11-07,GS,2025-11-07 11:10:00,LONG,57.34,4.4765,0.9182,L4,2,0.000691,-0.02868,-0.025539,-0.006882
2025-11-07,GS,2025-11-07 11:15:00,SHORT,34.14,-0.9731,0.5007,S5,2,-0.00349,9.8e-05,-0.029512,-0.025155
2025-11-07,GS,2025-11-07 11:25:00,LONG,54.49,-0.9297,0.2038,L6,2,-0.02935,-0.001854,-0.004103,-0.007567
2025-11-07,GS,2025-11-07 11:30:00,SHORT,41.3,-1.1736,0.7542,S4,2,0.003576,-0.027471,-0.00422,-0.021589
2025-11-07,GS,2025-11-07 12:00:00,LONG,53.03,2.9683,0.9659,L3,3,-0.001498,-0.022629,-0.003381,-0.005725
2025-11-07,GS,2025-11-07 12:10:00,SHORT,44.29,-1.7487,0.8807,S4,3,-0.022704,-0.022507,-0.021404,-0.019147
2025-11-07,GS,2025-11-07 12:15:00,LONG,52.24,-1.0302,0.1887,L6,3,-0.021162,-0.000949,-0.012846,-0.004233
2025-11-07,GS,2025-11-07 12:30:00,SHORT,44.9,0.0944,0.434,S6,3,-0.02065,-0.019694,-0.017401,-0.017296
2025-11-07,GS,2025-11-07 12:35:00,LONG,51.56,-0.8446,0.2272,L6,3,0.002545,2.6e-05,-0.001658,-0.002211
2025-11-07,GS,2025-11-07 12:55:00,SHORT,45.62,-1.1342,0.8088,S3,3,-0.015702,-0.00451,-0.016929,-0.013457
2025-11-07,GS,2025-11-07 13:00:00,LONG,51.52,-0.709,0.2593,L6,3,-0.010981,-0.002249,-0.000938,-0.002352
2025-11-07,GS,2025-11-07 13:25:00,SHORT,47.13,-0.9104,0.7709,S3,3,-0.009596,-0.012364,-0.011168,-0.008907
2025-11-07,GS,2025-11-07 13:35:00,LONG,51.03,0.777,0.745,L3,3,0.002291,0.002266,0.000438,-0.000554
2025-11-07,GS,2025-11-07 15:30:00,SHORT,48.98,-0.2912,0.5887,S3,5,-0.002294,-0.024741,-0.014904,-0.000632
2025-11-07,GS,2025-11-07 15:40:00,LONG,53.2,0.5607,0.6698,L3,5,-0.002736,0.020478,0.011132,-0.002736
2025-11-10,GS,2025-11-10 11:05:00,SHORT,44.49,-2.2813,0.9191,S4,2,-0.000997,-0.001138,-0.006048,-0.00069
2025-11-10,GS,2025-11-10 12:05:00,LONG,55.93,0.4482,0.6126,L4,3,-0.00488,-0.005427,0.001157,-0.005325
2025-11-10,GS,2025-11-10 12:10:00,SHORT,47.16,0.0181,0.4717,S6,3,-0.000626,-0.009,-0.000115,-0.000179
2025-11-10,GS,2025-11-10 12:40:00,LONG,61.69,2.6106,0.7866,L4,3,-0.008312,-0.008805,-0.009679,-0.008742
2025-11-10,GS,2025-11-10 13:00:00,SHORT,47.69,-3.7639,0.9793,S3,3,7.7e-05,0.001762,0.000307,0.000434
2025-11-10,GS,2025-11-10 13:05:00,LONG,56.76,-0.1202,0.4141,L6,3,-0.006158,0.004788,-0.005993,-0.006475
2025-11-10,GS,2025-11-10 13:15:00,SHORT,47.83,-0.0203,0.4878,S3,3,0.001686,-0.010725,-0.010924,0.000358
2025-11-10,GS,2025-11-10 13:35:00,LONG,61.82,2.5491,0.7804,L4,3,-6.3e-05,-0.010729,-0.011904,-0.011209
2025-11-10,GS,2025-11-10 14:10:00,SHORT,47.4,-2.0089,0.9335,S3,4,0.000652,-0.0,-0.001789,-0.000128
2025-11-10,GS,2025-11-10 14:15:00,LONG,57.46,2.0354,0.8748,L4,4,-0.011476,-0.007673,-0.010983,-0.01116
2025-11-10,GS,2025-11-10 14:25:00,SHORT,47.13,-0.1154,0.5191,S3,4,-0.000652,-0.00257,-0.000307,-0.00078
2025-11-11,GS,2025-11-11 09:30:00,LONG,64.48,3.5292,0.6855,L4,1,0.000557,0.000557,-0.001965,-0.000138
2025-11-11,GS,2025-11-11 12:55:00,SHORT,43.88,-3.9501,0.9381,S4,3,0.000608,-0.0147,-0.012881,-0.002154
2025-11-11,GS,2025-11-11 13:15:00,LONG,62.2,3.5809,0.7802,L4,3,-0.001618,-0.01445,-0.015561,-0.01334
2025-11-11,GS,2025-11-11 14:00:00,SHORT,44.41,-1.391,0.8396,S4,4,-0.0,-0.014596,-0.002294,-0.002256
2025-11-11,GS,2025-11-11 14:30:00,LONG,55.85,2.4272,0.9203,L4,4,0.000909,-0.012125,-0.011088,-0.012163
2025-11-11,GS,2025-11-11 15:05:00,SHORT,46.94,-2.9628,0.9655,S3,5,0.001629,-0.000985,-0.036972,0.001503
2025-11-12,GS,2025-11-12 09:30:00,LONG,72.5,5.0889,0.2974,L5,1,0.007821,0.013885,0.008715,-0.01556
2025-11-12,GS,2025-11-12 11:10:00,SHORT,37.49,-8.3364,0.7719,S4,2,0.000199,5e-05,-0.000783,0.000174
2025-11-12,GS,2025-11-12 11:15:00,LONG,59.6,-1.2059,0.1408,L6,2,-0.028204,-0.026995,-0.028095,-0.02824
2025-11-12,GS,2025-11-12 11:20:00,SHORT,43.08,3.3255,0.0509,S6,2,-0.025763,-0.000497,-0.023855,-1.2e-05
2025-11-12,GS,2025-11-12 12:25:00,LONG,55.5,0.5239,0.6407,L4,3,-0.023433,-0.024137,-0.024197,-0.023639
2025-11-12,GS,2025-11-12 12:40:00,SHORT,45.8,-2.915,0.9538,S3,3,0.000721,0.000659,-0.02621,0.000211
2025-11-12,GS,2025-11-12 13:05:00,LONG,56.75,3.2471,0.9232,L4,3,-0.000541,-0.02454,-0.024406,-0.023909
2025-11-12,GS,2025-11-12 13:10:00,SHORT,45.85,1.1978,0.1581,S6,3,0.000124,-0.026886,0.000187,-0.000448
2025-11-12,GS,2025-11-12 13:20:00,LONG,55.52,-1.2816,0.1436,L6,3,-0.024012,0.002067,-0.022871,-0.023381
2025-11-12,GS,2025-11-12 13:25:00,SHORT,46.54,-1.0741,0.8043,S3,3,-0.027014,6.2e-05,-0.001107,-0.000572
2025-11-12,GS,2025-11-12 13:40:00,LONG,56.26,0.1465,0.5085,L4,3,-0.026364,-0.026364,-0.025286,-0.025746
2025-11-12,GS,2025-11-12 14:00:00,SHORT,45.6,-3.2083,0.9559,S3,4,-0.0291,-0.001967,0.001233,-0.001494
2025-11-12,GS,2025-11-12 14:15:00,LONG,56.85,2.2288,0.8963,L4,4,-0.026366,-0.025652,-0.026245,-0.026826
2025-11-12,GS,2025-11-12 14:20:00,SHORT,47.06,1.3752,0.1359,S6,4,-0.027459,-0.000683,-8.7e-05,0.000522
2025-11-12,GS,2025-11-12 14:35:00,LONG,56.55,-0.0615,0.4353,L6,4,-0.02606,-0.025734,-0.026653,-0.027233
2025-11-12,GS,2025-11-12 14:40:00,SHORT,47.39,1.014,0.1912,S6,4,-0.026865,-0.000708,0.00046,0.000472
2025-11-12,GS,2025-11-12 14:55:00,LONG,56.04,-0.0771,0.4339,L6,4,-0.025472,-0.026997,-0.026622,-0.026622
2025-11-12,GS,2025-11-12 15:00:00,SHORT,46.74,0.7119,0.2552,S6,5,-0.003329,-0.002705,-0.034449,-0.00273
2025-11-13,GS,2025-11-13 09:30:00,LONG,62.3,2.864,0.7696,L4,1,-0.005893,-0.012717,-0.007635,-0.003837
2025-11-13,GS,2025-11-13 11:45:00,SHORT,44.91,-3.6205,0.9511,S4,2,-0.020893,0.003653,-0.020831,-0.014999
2025-11-13,GS,2025-11-13 11:55:00,LONG,57.09,2.4453,0.9009,L4,2,0.001371,0.001131,0.000289,-0.005773
2025-11-13,GS,2025-11-13 12:20:00,SHORT,42.59,-4.3525,0.9168,S4,3,-0.024958,-0.024711,-0.023047,-0.018857
2025-11-13,GS,2025-11-13 12:25:00,LONG,55.94,-1.7751,0.0946,L6,3,0.000805,-0.000841,-0.003328,-0.006896
2025-11-13,GS,2025-11-13 13:30:00,SHORT,40.29,-2.6774,0.849,S4,3,-0.02468,-0.023902,0.001406,-0.021012
2025-11-13,GS,2025-11-13 13:40:00,LONG,52.13,-0.1022,0.4444,L6,3,-0.000735,0.001181,-0.028799,-0.00358
2025-11-13,GS,2025-11-13 14:25:00,SHORT,36.48,-3.1726,0.725,S4,4,0.002733,-0.029266,-0.02705,-0.023164
2025-11-13,GS,2025-11-13 15:05:00,LONG,52.8,1.0744,0.8091,L3,5,-0.001431,-0.006192,-0.067479,-0.006192
2025-11-14,GS,2025-11-14 09:30:00,SHORT,28.1,-4.7026,0.3234,S5,1,-0.009878,-0.006214,-0.016914,-0.019489
2025-11-14,GS,2025-11-14 11:15:00,LONG,50.85,1.1285,0.8308,L3,2,-0.010115,-0.000627,-0.010077,-0.011235
2025-11-14,GS,2025-11-14 11:20:00,SHORT,43.26,-2.758,0.9157,S4,2,-0.003392,-0.009622,-0.008733,-0.000599
2025-11-14,GS,2025-11-14 11:45:00,LONG,51.3,0.7201,0.7278,L3,2,-0.002246,-0.009456,-0.001067,-0.010615
2025-11-14,GS,2025-11-14 12:15:00,SHORT,43.92,-1.2709,0.8145,S4,3,-5e-05,-0.00847,-0.006316,0.00117
2025-11-14,GS,2025-11-14 12:25:00,LONG,51.82,0.166,0.5414,L3,3,-0.001255,-0.001242,-0.00266,-0.010541
2025-11-14,GS,2025-11-14 12:30:00,SHORT,44.7,-0.2589,0.5551,S4,3,-0.008419,-0.009407,-0.004999,0.00122
2025-11-14,GS,2025-11-14 12:50:00,LONG,51.28,1.8427,0.9289,L3,3,1.3e-05,-0.0025,-0.004561,-0.009297
2025-11-14,GS,2025-11-14 13:30:00,SHORT,47.63,-0.1255,0.5248,S3,3,0.000592,-0.000643,0.002483,0.006188
2025-11-17,GS,2025-11-17 11:45:00,LONG,52.37,1.2219,0.8412,L3,2,-0.004171,-0.000738,-0.003588,-0.008181
2025-11-17,GS,2025-11-17 12:00:00,SHORT,45.45,-1.8948,0.9075,S3,3,-0.003447,0.000603,0.000781,0.004027
2025-11-17,GS,2025-11-17 13:35:00,LONG,53.1,1.0957,0.8116,L3,3,0.000497,-0.001887,-0.00051,-0.006196
2025-11-17,GS,2025-11-17 13:40:00,SHORT,32.87,-3.2336,0.5553,S5,3,0.005439,-0.007388,0.012115,-0.003039
2025-11-17,GS,2025-11-17 14:30:00,LONG,51.67,0.2238,0.5626,L3,4,0.0,-0.000715,-0.002987,-0.005029
2025-11-17,GS,2025-11-17 14:40:00,SHORT,31.68,-3.8089,0.497,S5,4,-0.020498,-0.01857,-0.01646,-0.01534
2025-11-17,GS,2025-11-17 15:05:00,LONG,55.28,0.7318,0.7043,L4,5,-0.003685,-0.007396,-0.024458,-0.00929
2025-11-17,GS,2025-11-17 15:35:00,SHORT,48.17,-0.8663,0.7655,S3,5,0.00507,0.017189,0.02468,0.001908
2025-11-18,GS,2025-11-18 12:15:00,LONG,55.07,1.7417,0.8881,L4,3,-0.008172,-0.010777,-0.009507,-0.012734
2025-11-18,GS,2025-11-18 12:35:00,SHORT,46.83,-2.2384,0.9425,S3,3,0.001124,-0.000183,0.001843,0.004457
2025-11-18,GS,2025-11-18 13:10:00,LONG,65.63,3.9338,0.633,L5,3,-0.002862,-0.000445,-0.020693,-0.021335
2025-11-18,GS,2025-11-18 14:00:00,SHORT,46.97,-2.0203,0.9311,S3,4,0.002398,0.00017,0.001127,0.001808
2025-11-19,GS,2025-11-19 09:30:00,LONG,62.21,2.7492,0.7709,L4,1,-0.003687,0.001971,0.001498,-0.00138
2025-11-19,GS,2025-11-19 11:20:00,SHORT,48.5,1.1407,0.1706,S6,2,-0.002973,-0.004324,-0.005161,-0.004043
2025-11-19,GS,2025-11-19 11:25:00,LONG,53.14,-0.4113,0.3389,L6,2,0.001193,-0.002674,0.001821,0.00067
2025-11-19,GS,2025-11-19 13:00:00,SHORT,47.49,-2.8865,0.9685,S3,3,-0.0,2.6e-05,0.000662,-0.002063
2025-11-19,GS,2025-11-19 14:30:00,LONG,62.53,3.0993,0.7639,L4,4,0.0,-0.001651,-0.000387,-0.003703
2025-11-20,GS,2025-11-20 11:20:00,SHORT,43.52,0.9631,0.1915,S6,2,0.000536,0.0006,-0.0006,-0.005398
2025-11-20,GS,2025-11-20 14:35:00,LONG,53.28,3.7644,0.9715,L3,4,-0.001108,0.000293,0.001414,0.003682
2025-11-20,GS,2025-11-20 14:55:00,SHORT,41.84,-2.4095,0.8787,S4,4,-0.011134,-0.010438,-0.014701,-0.014701
2025-11-20,GS,2025-11-20 15:00:00,LONG,53.38,-0.9886,0.1947,L6,5,-0.001579,0.001808,-0.020426,0.003081
2025-11-21,GS,2025-11-21 09:30:00,SHORT,32.41,-3.9784,0.5348,S5,1,0.020401,0.019288,0.022724,-0.006502
2025-11-21,GS,2025-11-21 11:20:00,LONG,54.41,-0.8806,0.214,L6,2,-0.000506,-0.001194,-0.006179,0.00514
2025-11-21,GS,2025-11-21 14:20:00,SHORT,46.01,-0.8938,0.7585,S3,4,-0.007061,-0.011629,-0.008927,-0.010624
2025-11-21,GS,2025-11-21 14:30:00,LONG,56.86,1.3739,0.8192,L4,4,0.003588,-0.004883,0.001788,0.003044
2025-11-24,GS,2025-11-24 09:45:00,SHORT,47.23,-2.0815,0.937,S3,1,-0.01255,-0.011048,-0.015203,0.001861
2025-11-24,GS,2025-11-24 09:50:00,LONG,52.14,0.7068,0.72,L3,1,0.009239,0.007381,0.013262,-0.004368
2025-11-24,GS,2025-11-24 11:10:00,SHORT,36.62,-8.9035,0.7369,S4,2,0.004203,0.004542,-0.012375,-0.000963
2025-11-24,GS,2025-11-24 12:10:00,LONG,55.23,0.1047,0.5021,L4,3,-0.000662,0.001673,-0.016042,-0.011273
2025-11-24,GS,2025-11-24 12:15:00,SHORT,45.11,1.5462,0.1149,S6,3,0.002072,0.001785,-0.019187,-0.002189
2025-11-24,GS,2025-11-24 12:50:00,LONG,55.33,2.1914,0.9171,L4,3,-0.021942,0.001584,-0.018116,-0.015595
2025-11-24,GS,2025-11-24 13:10:00,SHORT,45.56,-2.9921,0.9525,S3,3,-0.021942,-0.00098,-0.023675,-0.004847
2025-11-24,GS,2025-11-24 13:15:00,LONG,55.09,-0.9996,0.1889,L6,3,-0.02045,-0.019197,-0.01921,-0.016678
2025-11-24,GS,2025-11-24 13:45:00,SHORT,46.81,-1.5776,0.8891,S3,3,-0.001421,1.3e-05,-0.00245,-0.002568
2025-11-24,GS,2025-11-24 15:10:00,LONG,59.69,2.1952,0.8335,L4,5,-0.014503,-0.015103,-0.000265,-0.018281
