signal,ticker,beta,ret4,terc
2015-07-17,JD,0.5765594103211834,-0.2038504789864397,low
2015-07-17,JPM,0.7490792112560116,-0.019072384226058503,low
2015-07-17,MARA,0.13276245423334193,-0.08176100157393751,low
2015-07-17,META,0.7045763750173077,-0.005791334576058738,low
2015-07-17,MSFT,1.4348150721836341,0.00815103124885197,high
2015-07-17,MSTR,0.7807327527636403,0.17868876175742798,mid
2015-07-17,MU,1.944929856724764,-0.1575546691883104,high
2015-07-17,NVDA,1.3240455332209045,0.17289493141337675,high
2015-07-17,SMCI,1.386916165738238,0.095863238395824,high
2015-07-17,TSLA,1.1960076729221278,-0.11472372629221284,high
2015-07-17,TSM,0.9764837836058545,-0.11506736634252779,mid
2015-07-17,V,0.8179625150257576,0.04712195396034802,mid
2016-11-11,AAPL,1.3108478935164811,0.05090838907618189,high
2016-11-11,AMD,2.095917792297876,0.5455904430715242,high
2016-11-11,AMZN,1.1417389936925835,0.04012119320049479,mid
2016-11-11,AVGO,1.4863156435929106,0.06893880306983635,high
2016-11-11,BA,0.6242086761853721,0.053662813031449375,low
2016-11-11,BABA,1.3903653099849456,0.0031186248219106094,high
2016-11-11,BIDU,1.3588708167190726,0.04829708820722667,high
2016-11-11,C,1.2013262388602526,0.13647546535261434,mid
2016-11-11,COST,0.8007788728758608,0.06922868435750384,low
2016-11-11,GOOGL,1.0234286133846962,0.048849970767581796,mid
2016-11-11,GS,0.9183258010903024,0.18588802200785115,mid
2016-11-11,INTC,1.078035049372378,0.033227324209803344,mid
2016-11-11,JD,1.5847921348795797,0.11647250958514066,high
2016-11-11,JPM,0.9003560901931246,0.11474762214392653,low
2016-11-11,MARA,0.6862074351176414,-0.33043478531287607,low
2016-11-11,META,0.8278264686002929,0.005545317431731034,low
2016-11-11,MSFT,0.9812426443969013,0.04998306913010886,mid
2016-11-11,MSTR,1.0718292161540854,0.02144858456791554,mid
2016-11-11,MU,1.151517698385448,0.16015845565857023,mid
2016-11-11,NVDA,1.689251041677035,0.043764946218817435,high
2016-11-11,SMCI,0.7255570530423431,0.1176470423239735,low
2016-11-11,TSLA,1.77334629971484,0.01919810640832087,high
2016-11-11,TSM,0.8787539302197027,0.006348163452065236,low
2016-11-11,V,0.7156799751590756,-0.03346358030874452,low
2017-09-29,AAPL,0.9541516938641379,0.057941916801776516,mid
2017-09-29,AMD,1.9767893264461733,-0.07137253705193014,high
2017-09-29,AMZN,1.3114590969163513,0.14521244889234297,mid
2017-09-29,AVGO,1.4680766451795642,0.04271465398812735,high
2017-09-29,BA,0.6808613516764673,0.008850889743862389,low
2017-09-29,BABA,0.5341655720998526,0.01991770626421374,low
2017-09-29,BIDU,0.9840966605020343,-0.03359040430461835,mid
2017-09-29,C,0.5603904104713282,0.015534848996405337,low
2017-09-29,COST,0.6053169608930885,-0.011625713563660711,low
2017-09-29,GOOGL,1.2906857274794123,0.06156795604205145,mid
2017-09-29,GS,0.5037883595127804,0.01905647044958192,low
2017-09-29,INTC,0.755532872722654,0.1659663705601555,low
2017-09-29,JD,1.5365095211141986,-0.02198953235107881,high
2017-09-29,JPM,0.29163027631494454,0.0655428161116256,low
2017-09-29,MARA,2.535865082615327,-0.18604653902863555,high
2017-09-29,META,1.3196222778074684,0.0410253992271572,high
2017-09-29,MSFT,0.9537382858761541,0.1251174649228617,mid
2017-09-29,MSTR,0.5888972512415721,0.10296770366334607,low
2017-09-29,MU,1.7173641348236912,0.03864725584289763,high
2017-09-29,NVDA,1.6976272227546088,0.1291603686750995,high
2017-09-29,SMCI,0.7826798962375962,-0.07330313940085953,mid
2017-09-29,TSLA,1.3826696016486624,-0.05930814240764937,high
2017-09-29,TSM,0.8720673823409192,0.12250339233771057,mid
2017-09-29,V,0.7793470022921656,0.04247435681716216,mid
2018-02-16,AAPL,1.010895937496571,0.03241902124992002,mid
2018-02-16,AMD,1.5438825600564912,-0.029610781457860003,high
2018-02-16,AMZN,1.2316100717350078,0.08489736031771189,high
2018-02-16,AVGO,1.150792826780933,0.024026661345187827,high
2018-02-16,BA,0.639677501296765,-0.06920348899526907,low
2018-02-16,BABA,0.9946618821755696,0.09037460129267738,mid
2018-02-16,BIDU,1.1010213453798035,0.07220502345371638,mid
2018-02-16,C,0.3428214232617651,-0.04360841561350337,low
2018-02-16,COST,0.5543700693536723,-0.029703500281502038,low
2018-02-16,GOOGL,1.3826042443548832,0.03552713995979362,high
2018-02-16,GS,0.4373508058863473,-7.469177952534878e-05,low
2018-02-16,INTC,0.9447381635156153,0.123134254314204,mid
2018-02-16,JD,1.856331783318837,-0.031236471465701743,high
2018-02-16,JPM,0.2196696132513562,0.006627154989605977,low
2018-02-16,MARA,5.340963226367481,-0.3773585219704063,high
2018-02-16,META,1.0435262297906127,0.043583647389139335,mid
2018-02-16,MSFT,0.9297542012320089,0.028260852979577145,low
2018-02-16,MSTR,0.6577972639141664,-0.04209381811742696,low
2018-02-16,MU,1.4279200192874053,0.37027828739158397,high
2018-02-16,NVDA,1.4099723539880518,0.027230952112206275,high
2018-02-16,SMCI,0.9655212355693553,0.031413645569305704,mid
2018-02-16,TSLA,1.0357131850450279,-0.04214732362716922,mid
2018-02-16,TSM,1.1155505569182618,0.03426866821880736,mid
2018-02-16,V,0.7542572402283306,0.021994258011788004,low
2018-10-05,AAPL,1.0463143244984434,-0.07494760382443266,mid
2018-10-05,AMD,1.1097950864220214,-0.26032909469563914,mid
2018-10-05,AMZN,1.055631240667959,-0.11860399014535694,mid
2018-10-05,AVGO,0.6414691850973742,-0.09605702162473961,low
2018-10-05,BA,0.5514572396232535,-0.07431366245759874,low
2018-10-05,BABA,1.525910918114456,-0.04552808848617185,high
2018-10-05,BIDU,1.5666579502849267,-0.0531562733942873,high
2018-10-05,C,0.7100038227708566,-0.08975421381310233,low
2018-10-05,COST,0.4331552550698032,0.05182339803639846,low
2018-10-05,GOOGL,1.2895332834118693,-0.08249484336591262,mid
2018-10-05,GS,0.7949556342899337,0.017633226747383546,low
2018-10-05,INTC,1.1349632621857983,0.0017010808660684607,mid
2018-10-05,JD,1.5976361499934397,0.018204842614269134,high
2018-10-05,JPM,0.6259864630357699,-0.054440807395201074,low
2018-10-05,MARA,2.3031177352799994,-0.014925358528601551,high
2018-10-05,META,1.312576822311893,-0.044365319051063,high
2018-10-05,MSFT,0.9443380817459512,-0.053241717092136986,mid
2018-10-05,MSTR,0.8008065540890847,-0.03407008793938526,low
2018-10-05,MU,1.6903537240972604,-0.074805002277614,high
2018-10-05,NVDA,1.3624743386107452,-0.20358702544931473,high
2018-10-05,SMCI,1.5139348276161517,0.1088709592136956,high
2018-10-05,TSLA,0.9900800618389383,0.32242795180680783,mid
2018-10-05,TSM,0.9011083067878469,-0.06846029823912714,mid
2018-10-05,V,0.8379976379482965,-0.038387464279202255,low
2019-06-07,AAPL,1.0621662971183758,0.07404681716014005,mid
2019-06-07,AMD,1.972193416424247,-0.02807774920383932,high
2019-06-07,AMZN,1.4979972280133995,0.0769832014859988,high
2019-06-07,AVGO,0.7523706135004611,0.028340715603745625,low
2019-06-07,BA,0.8416139205159798,0.006106794090996459,low
2019-06-07,BABA,1.2109122542783441,0.12364655289174498,high
2019-06-07,BIDU,1.1354587264058489,0.059011050915249275,high
2019-06-07,C,1.0739187347388484,0.08692341105582724,mid
2019-06-07,COST,0.6520585570152682,0.04781059242793129,low
2019-06-07,GOOGL,0.8778490614009599,0.0601851458427165,low
2019-06-07,GS,0.9491242191055699,0.09530581408024275,mid
2019-06-07,INTC,0.9022626329441098,0.04453623954211028,low
2019-06-07,JD,1.196623424272351,0.1578358794777679,high
2019-06-07,JPM,0.7758271261690193,0.039666490073260396,low
2019-06-07,MARA,1.1088459815071572,0.28372086885492753,mid
2019-06-07,META,1.1974008242656664,0.13296790874760345,high
2019-06-07,MSFT,0.9146029097129177,0.04307461130149126,mid
2019-06-07,MSTR,0.9730577702226183,0.02260466860929533,mid
2019-06-07,MU,1.636362193175076,0.15975275735036232,high
2019-06-07,NVDA,2.0667032330505157,0.10123714825558583,high
2019-06-07,SMCI,1.0986596372687951,0.014168884544083715,mid
2019-06-07,TSLA,0.631467042450782,0.13985330856671419,low
2019-06-07,TSM,0.7122175627690929,0.02859352444816099,low
2019-06-07,V,0.9078200716198717,0.03887092320921437,mid
2020-04-17,AAPL,1.1928127469333398,0.08808346795384381,mid
2020-04-17,AMD,1.4814397381285076,-0.042402787559773,high
2020-04-17,AMZN,0.5501806234536294,0.014644197162829053,low
2020-04-17,AVGO,1.3630457386698602,-0.020573152969751485,mid
2020-04-17,BA,2.9068055376545567,-0.22077922077922074,high
2020-04-17,BABA,0.7795870781671626,-0.027780464554743478,low
2020-04-17,BIDU,1.0005319843809053,-0.0489523751395089,mid
2020-04-17,C,1.863084994533693,-0.07766782254649718,high
2020-04-17,COST,0.5484946989307528,-0.05885134996985386,low
2020-04-17,GOOGL,0.9105476528511867,0.0735418148378777,low
2020-04-17,GS,1.5363117548448484,-0.06332775643417532,high
2020-04-17,INTC,1.1254616353852982,-0.034459937210437386,mid
2020-04-17,JD,0.8932437734674282,0.10184175065750822,low
2020-04-17,JPM,1.298327075686328,-0.09749946154173561,mid
2020-04-17,MARA,0.8410372837599763,0.8604651130554546,low
2020-04-17,META,1.0027764566787287,0.1765230887077558,mid
2020-04-17,MSFT,0.9215514069845008,0.025531900351396297,mid
2020-04-17,MSTR,0.8152043185681731,-0.08654076326506477,low
2020-04-17,MU,1.5575868525920655,-0.02822759067814884,high
2020-04-17,NVDA,1.3894336402297836,0.16184321440439686,high
2020-04-17,SMCI,1.3634078580559958,0.06982083013908658,high
2020-04-17,TSLA,2.089632140568553,0.06006178434106024,high
2020-04-17,TSM,0.7576973869319147,-0.07245296124320044,low
2020-04-17,V,1.144759772822322,0.08228154275957666,mid
2020-11-06,AAPL,1.1599752559115295,0.029994081096688996,mid
2020-11-06,AMD,1.3540014410037806,0.09501634749743326,high
2020-11-06,AMZN,0.7551612731115784,-0.04493305821736615,low
2020-11-06,AVGO,1.1573697078693446,0.08160367217978037,mid
2020-11-06,BA,2.680300837000634,0.4752757614424712,high
2020-11-06,BABA,0.7079664617470687,-0.10901820595513456,low
2020-11-06,BIDU,0.9139157330991341,0.00048616197374129477,low
2020-11-06,C,1.5785697174526472,0.3725122966157177,high
2020-11-06,COST,0.5703081095467171,-0.03171189874551583,low
2020-11-06,GOOGL,0.8739185878327281,0.036386261618944093,low
2020-11-06,GS,1.3583826973750286,0.1904005185835238,high
2020-11-06,INTC,0.9987059903714077,0.14540652957848565,mid
2020-11-06,JD,0.8850692065361779,-0.07892740394605247,low
2020-11-06,JPM,1.0429453112649716,0.1882284132259735,mid
2020-11-06,MARA,2.2886437294422532,1.2406638601866016,high
2020-11-06,META,1.0486126689819437,-0.046726394069598665,mid
2020-11-06,MSFT,0.9602417316936445,-0.04183801430037426,mid
2020-11-06,MSTR,0.8011185011884676,0.7670508970868184,low
2020-11-06,MU,1.1774335639770046,0.32958659428516035,mid
2020-11-06,NVDA,1.3215247861555626,-0.06892939352287364,high
2020-11-06,SMCI,1.3934203203575228,0.09510190881482172,high
2020-11-06,TSLA,2.3857862098653353,0.39327824695730085,high
2020-11-06,TSM,0.7551395398952414,0.134777367916582,low
2020-11-06,V,0.9879188785498377,0.071597679083381,mid
2021-03-05,AAPL,1.1374232976677359,0.013012698524803357,mid
2021-03-05,AMD,1.347029308471158,0.032730512031308834,high
2021-03-05,AMZN,0.7986672619468671,0.053505184701197805,low
2021-03-05,AVGO,1.1379345716636498,0.0573377457066222,mid
2021-03-05,BA,2.4905581879791976,0.13323181314634702,high
2021-03-05,BABA,0.7275225259692104,-0.04074564455156704,low
2021-03-05,BIDU,1.0652096248024545,-0.16055327860489477,mid
2021-03-05,C,1.3088748078396,0.041435225596177405,high
2021-03-05,COST,0.4938491141946124,0.11855538336336169,low
2021-03-05,GOOGL,0.9316179949799417,0.015597934653234002,low
2021-03-05,GS,1.1990924789538806,0.000824814537915497,high
2021-03-05,INTC,0.8129771759362547,0.06272639558786364,low
2021-03-05,JD,1.0203180663170996,-0.06963148308033229,mid
2021-03-05,JPM,0.8605919071708663,0.018554124867872,low
2021-03-05,MARA,2.5416925335655285,0.6267065386996453,high
2021-03-05,META,1.1062647781450023,0.13008931830487724,mid
2021-03-05,MSFT,0.943386273555483,0.04641623366449821,mid
2021-03-05,MSTR,1.199056328832307,0.13433517317160182,mid
2021-03-05,MU,1.0896581522490056,0.039131939109316116,mid
2021-03-05,NVDA,1.4267306417516872,0.1083537476189711,high
2021-03-05,SMCI,1.4540713599851205,0.16779711007998732,high
2021-03-05,TSLA,2.2874423032693745,0.10669786456824926,high
2021-03-05,TSM,0.8353622584467756,0.03311258194493716,low
2021-03-05,V,0.9108154886895543,0.006731335237878167,low
2021-03-19,AAPL,1.1763991935204283,0.11809322485718976,mid
2021-03-19,AMD,1.3675212009079407,0.03908429120548673,high
2021-03-19,AMZN,0.802248377648791,0.10552331677489213,low
2021-03-19,AVGO,1.09043961611993,0.009126216745818594,mid
2021-03-19,BA,2.3095259161193513,-0.029864805057075783,high
2021-03-19,BABA,0.7307904063162755,-0.004587309210247081,low
2021-03-19,BIDU,1.0332891814921756,-0.17054415447984472,mid
2021-03-19,C,1.2129073365951382,-0.007670253000997884,high
2021-03-19,COST,0.5198678939483674,0.12711683163503085,low
2021-03-19,GOOGL,0.9136483040728497,0.12619388078111204,low
2021-03-19,GS,1.1985424874557555,-0.005491035971552316,high
2021-03-19,INTC,0.8562847661517147,0.015527002894108355,low
2021-03-19,JD,1.023392236860248,-0.09354038296347811,mid
2021-03-19,JPM,0.8793519515833983,-0.011860231694788781,low
2021-03-19,MARA,2.3337532715084794,-0.095702648197447,high
2021-03-19,META,1.1180777566145568,0.05539281009147179,mid
2021-03-19,MSFT,0.9997011415157806,0.1319295998507708,mid
2021-03-19,MSTR,1.1605575850680978,-0.10735615429199086,mid
2021-03-19,MU,0.9917466550822579,0.0016572922587396732,mid
2021-03-19,NVDA,1.4628296164255463,0.23873659078178555,high
2021-03-19,SMCI,1.4609369449546856,0.016083018400224303,high
2021-03-19,TSLA,2.2580229493115445,0.12965937787841098,high
2021-03-19,TSM,0.842354009797491,0.04585056068296223,low
2021-03-19,V,0.9319090159095124,0.09429681170211213,low
2021-04-02,AAPL,1.108046754808957,0.06878054238916409,mid
2021-04-02,AMD,1.4181888244650351,0.006536027039425907,high
2021-04-02,AMZN,1.1287044063158786,0.09693767067179704,mid
2021-04-02,AVGO,0.8009120767181211,-0.041496002482699024,low
2021-04-02,BA,1.2420428393073157,-0.07372710570951724,high
2021-04-02,BABA,0.788060716720187,0.029372420752197703,low
2021-04-02,BIDU,1.0234030718803573,-0.042649045276932473,mid
2021-04-02,C,0.8967250663713342,-0.02597759832833435,mid
2021-04-02,COST,0.650739794657926,0.04831800805353148,low
2021-04-02,GOOGL,0.9277947465882946,0.10504375856067094,mid
2021-04-02,GS,0.9589980994200124,0.06351482306251022,mid
2021-04-02,INTC,0.6223035436870142,-0.10875296577185467,low
2021-04-02,JD,1.1847059131354172,-0.08243384117538466,high
2021-04-02,JPM,0.6418504182131076,0.0006505161691436889,low
2021-04-02,MARA,2.8638339913552646,-0.2470829083284095,high
2021-04-02,META,1.1669026099619892,0.08846173771579613,high
2021-04-02,MSFT,0.9488747047202823,0.04056111543098928,mid
2021-04-02,MSTR,1.2874883183708843,-0.06595029854575651,high
2021-04-02,MU,0.7104381122050359,-0.0686073337954507,low
2021-04-02,NVDA,1.3626453227173816,0.08671957587930978,high
2021-04-02,SMCI,1.1119729796774278,-0.06515154872131768,mid
2021-04-02,TSLA,2.3298128558765625,0.07206649571749701,high
2021-04-02,TSM,0.7567470008796382,-0.06458337332448294,low
2021-04-02,V,0.7957116371800083,0.07700819377128121,low
2021-05-14,AAPL,1.1547752589108424,-0.0007846094665794334,mid
2021-05-14,AMD,1.2408957741603337,0.09009252648655064,high
2021-05-14,AMZN,1.1265771008990346,0.0384529617503373,mid
2021-05-14,AVGO,0.7967189460824615,0.06584849029563689,mid
2021-05-14,BA,1.0574991832987373,0.08233027293777262,mid
2021-05-14,BABA,0.7883026464893501,0.010166602733326702,mid
2021-05-14,BIDU,1.2305596473018376,0.007947992450337171,high
2021-05-14,C,0.6155258034407596,-0.0010448563768427066,low
2021-05-14,COST,0.665735836580761,-0.006737492235054043,low
2021-05-14,GOOGL,0.9405407628330253,0.06663509601890394,mid
2021-05-14,GS,0.6624486789103735,0.025164734267334454,low
2021-05-14,INTC,0.645852732655696,0.04516711958300923,low
2021-05-14,JD,1.1194660562960594,0.04460749592753799,mid
2021-05-14,JPM,0.4740868950959208,-0.02268155201083233,low
2021-05-14,MARA,3.2316525963583116,0.15034659119692506,high
2021-05-14,META,1.254753152087861,0.048490242469565015,high
2021-05-14,MSFT,0.9823138285890901,0.03925053794688438,mid
2021-05-14,MSTR,1.6418418660474121,-0.00934184087917389,high
2021-05-14,MU,0.684601740847,-0.004516946350516804,low
2021-05-14,NVDA,1.4388420847214032,0.2515095546877282,high
2021-05-14,SMCI,1.2068695248175685,0.01075566329614941,high
2021-05-14,TSLA,2.129069667168299,0.03416756273952459,high
2021-05-14,TSM,0.7818842033736288,0.051484980994693785,low
2021-05-14,V,0.7324889609879256,0.03533975582172477,low
2021-10-01,AAPL,1.0634872347613282,0.05012274420748963,mid
2021-10-01,AMD,1.4700956526857676,0.1735481399543024,high
2021-10-01,AMZN,1.1004291329782647,0.027159052314123855,mid
2021-10-01,AVGO,0.9023474466080922,0.09094078487815982,low
2021-10-01,BA,0.9346673032929101,-0.08393805849868641,mid
2021-10-01,BABA,0.678326324007646,0.1438280577815012,low
2021-10-01,BIDU,1.376487037667084,0.07032592382463898,high
2021-10-01,C,0.34151108875100267,-0.028378710795250228,low
2021-10-01,COST,0.6254263115849502,0.09637995063194671,low
2021-10-01,GOOGL,0.9591834251185324,0.08424456796135926,mid
2021-10-01,GS,0.5993031259800561,0.08776317395662003,low
2021-10-01,INTC,0.6290979885223622,-0.09023395015367863,low
2021-10-01,JD,1.1282083354344659,0.11796633150864899,mid
2021-10-01,JPM,0.38020007797451255,0.016514057477418076,low
2021-10-01,MARA,3.6397798719602976,0.574917231300162,high
2021-10-01,META,1.092543385752495,-0.0566747380191307,mid
2021-10-01,MSFT,0.9253190506012615,0.14707709483218445,mid
2021-10-01,MSTR,2.546018035721155,0.16752112125668894,high
2021-10-01,MU,0.8431146013874167,-0.026623460297538926,low
2021-10-01,NVDA,1.710551841805241,0.23261974354980164,high
2021-10-01,PLTR,1.802228142925497,0.06370732601401707,high
2021-10-01,SMCI,1.1994255425934461,-0.05247653715356293,high
