event_id,ticker,earnings_date,release_timing,d0_date,prev_close,d0_open,gap_abs,gap_pct,eps_actual,eps_estimated,surprise_pct,revenue_actual,revenue_estimated,revenue_surprise_pct,has_m5,has_daily_d5,excluded,exclusion_reason
50,AMZN,2025-10-30,AMC,2025-10-31,227.14,251.86,-24.72,-0.108832,1.73,1.47,17.6871,91187986137.0,90293173942.0,0.991,True,True,False,
51,AMZN,2026-02-05,AMC,2026-02-06,228.93,198.43,30.5,0.133228,0.9,1.06,-15.0943,13050949069.0,13636394157.0,-4.2933,True,True,False,
52,AVGO,2022-03-04,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
53,AVGO,2022-05-23,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
54,AVGO,2022-08-10,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
55,AVGO,2022-11-10,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
56,AVGO,2023-02-09,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
57,AVGO,2023-05-02,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
58,AVGO,2023-07-21,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
59,AVGO,2023-10-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
60,AVGO,2024-01-02,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
61,AVGO,2024-03-21,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
62,AVGO,2024-06-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
63,AVGO,2024-09-19,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
64,AVGO,2024-12-12,AMC,2025-02-03,,,,,8.76,8.66,1.1547,43279751457.0,45105196846.0,-4.0471,False,False,True,missing_d_minus1
65,AVGO,2025-03-06,AMC,2025-03-07,180.4,187.795,-7.395,-0.040992,8.78,10.29,-14.6744,104946763289.0,97252445873.0,7.9117,True,True,False,
66,AVGO,2025-06-12,AMC,2025-06-13,249.5,251.4868,-1.9868,-0.007963,8.13,8.07,0.7435,55453391460.0,56012181389.0,-0.9976,True,True,False,
67,AVGO,2025-09-04,AMC,2025-09-05,303.08,347.89,-44.81,-0.147849,13.46,11.85,13.5865,52580883235.0,48103752101.0,9.3072,True,True,False,
68,AVGO,2025-12-11,AMC,2025-12-12,406.87,373.8533,33.0167,0.081148,15.32,13.26,15.5354,23881161283.0,21971928650.0,8.6894,True,True,False,
69,AVGO,2026-03-05,AMC,2026-03-06,332.25,332.3,-0.05,-0.00015,15.8,13.22,19.5159,61150503538.0,62852170087.0,-2.7074,False,True,True,missing_d0_m5
70,BA,2022-01-24,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
71,BA,2022-04-27,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
72,BA,2022-07-18,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
73,BA,2022-10-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
74,BA,2023-01-10,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
75,BA,2023-04-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
76,BA,2023-07-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
77,BA,2023-10-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
78,BA,2024-01-16,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
79,BA,2024-04-24,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
80,BA,2024-08-02,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
81,BA,2024-10-23,BMO,2025-02-03,,,,,0.36,0.29,24.1379,52619169966.0,55383598859.0,-4.9914,False,False,True,missing_d_minus1
82,BA,2025-01-28,BMO,2025-02-03,,,,,-1.32,-1.03,-28.1553,95092337034.0,88478578393.0,7.475,False,False,True,missing_d_minus1
83,BA,2025-04-23,BMO,2025-04-23,160.36,175.835,-15.475,-0.096502,-1.37,-1.08,-26.8519,91432237744.0,94960197303.0,-3.7152,True,True,False,
84,BA,2025-07-23,BMO,2025-07-23,229.45,230.2744,-0.8244,-0.003593,-0.66,-0.54,-22.2222,75364004949.0,77754270784.0,-3.0741,True,True,False,
85,BA,2025-10-22,BMO,2025-10-22,217.05,216.6601,0.3899,0.001796,-0.62,-0.57,-8.7719,89064958573.0,87881138903.0,1.3471,True,True,False,
86,BA,2026-01-28,BMO,2026-01-28,243.86,239.85,4.01,0.016444,-1.66,-1.36,-22.0588,24031175094.0,24109351022.0,-0.3243,True,True,False,
87,BABA,2022-01-20,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
88,BABA,2022-04-29,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
89,BABA,2022-07-29,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
90,BABA,2022-10-24,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
91,BABA,2023-01-30,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
92,BABA,2023-05-09,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
93,BABA,2023-08-10,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
94,BABA,2023-11-16,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
95,BABA,2024-02-07,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
96,BABA,2024-05-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
97,BABA,2024-08-05,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
98,BABA,2024-11-15,BMO,2025-02-03,,,,,2.98,2.99,-0.3344,52444433890.0,54169704898.0,-3.1849,False,False,True,missing_d_minus1
99,BABA,2025-02-20,BMO,2025-02-20,123.91,137.4724,-13.5624,-0.109454,1.71,1.45,17.931,26405140175.0,26860899597.0,-1.6967,True,True,False,
100,BABA,2025-05-15,BMO,2025-05-15,132.05,123.2784,8.7716,0.066426,1.13,1.14,-0.8772,98200100832.0,91014901236.0,7.8945,True,True,False,
101,BABA,2025-08-14,BMO,2025-08-14,126.77,123.7157,3.0543,0.024093,1.37,1.14,20.1754,24588037221.0,25352496700.0,-3.0153,True,True,False,
102,BABA,2025-11-14,BMO,2025-11-14,163.76,157.01,6.75,0.041219,3.29,2.87,14.6341,85196009861.0,79538845308.0,7.1125,True,True,False,
103,BABA,2026-02-19,BMO,2026-02-19,156.72,156.08,0.64,0.004084,1.57,1.38,13.7681,46147197966.0,45239969187.0,2.0054,True,True,False,
104,BIDU,2022-01-20,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
105,BIDU,2022-04-29,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
106,BIDU,2022-07-29,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
107,BIDU,2022-11-04,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
108,BIDU,2023-02-07,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
109,BIDU,2023-05-17,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
110,BIDU,2023-08-22,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
111,BIDU,2023-11-22,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
112,BIDU,2024-02-28,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
113,BIDU,2024-05-21,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
114,BIDU,2024-08-22,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
115,BIDU,2024-11-21,BMO,2025-02-03,,,,,3.38,3.32,1.8072,14498836927.0,14349697759.0,1.0393,False,False,True,missing_d_minus1
116,BIDU,2025-02-27,BMO,2025-02-27,91.05,89.94,1.11,0.012191,1.81,2.35,-22.9787,23468770827.0,23069846302.0,1.7292,True,True,False,
117,BIDU,2025-05-22,BMO,2025-05-22,91.24,83.84,7.4,0.081105,2.76,2.55,8.2353,94237133457.0,92710231931.0,1.647,True,True,False,
118,BIDU,2025-08-21,BMO,2025-08-21,87.08,86.575,0.505,0.005799,3.74,3.65,2.4658,107467108314.0,99931834499.0,7.5404,True,True,False,
119,BIDU,2025-11-20,BMO,2025-11-20,114.64,117.205,-2.565,-0.022374,3.71,3.92,-5.3571,21274745663.0,20799555507.0,2.2846,True,True,False,
120,BIDU,2026-02-26,BMO,2026-02-26,132.88,132.01,0.87,0.006547,2.08,2.03,2.4631,45012334932.0,41002446303.0,9.7796,True,True,False,
121,C,2022-01-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
122,C,2022-04-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
123,C,2022-07-15,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
124,C,2022-10-04,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
125,C,2023-01-04,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
126,C,2023-04-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
127,C,2023-07-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
128,C,2023-10-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
129,C,2024-01-11,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
130,C,2024-04-12,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
131,C,2024-07-16,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
132,C,2024-10-15,BMO,2025-02-03,,,,,1.4,1.4,0.0,49414987373.0,45185711169.0,9.3598,False,False,True,missing_d_minus1
133,C,2025-01-15,BMO,2025-02-03,,,,,3.03,2.49,21.6867,19597438719.0,19705698401.0,-0.5494,False,False,True,missing_d_minus1
134,C,2025-04-15,BMO,2025-04-15,61.29,62.7338,-1.4438,-0.023557,2.86,2.45,16.7347,72906973014.0,76057678236.0,-4.1425,True,True,False,
135,C,2025-07-15,BMO,2025-07-15,84.75,87.5484,-2.7984,-0.033019,2.36,1.88,25.5319,21834314996.0,19956109154.0,9.4117,True,True,False,
136,C,2025-10-14,BMO,2025-10-14,94.48,96.0046,-1.5246,-0.016137,1.32,1.12,17.8571,68127415755.0,69145192592.0,-1.4719,True,True,False,
137,C,2026-01-14,BMO,2026-01-14,117.0,115.3645,1.6355,0.013979,0.91,1.18,-22.8814,64117226680.0,61479319586.0,4.2907,True,True,False,
138,COIN,2022-02-01,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
139,COIN,2022-05-11,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
140,COIN,2022-08-04,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
141,COIN,2022-11-10,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
142,COIN,2023-02-16,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
143,COIN,2023-05-16,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
144,COIN,2023-08-18,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
145,COIN,2023-11-09,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
146,COIN,2024-02-16,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
147,COIN,2024-05-15,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
148,COIN,2024-08-05,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
149,COIN,2024-10-30,AMC,2025-02-03,,,,,2.29,1.97,16.2437,91981077675.0,93797094485.0,-1.9361,False,False,True,missing_d_minus1
150,COIN,2025-02-13,AMC,2025-02-14,283.77,285.68,-1.91,-0.006731,3.39,3.01,12.6246,68466488184.0,68810571181.0,-0.5,True,True,False,
151,COIN,2025-05-08,AMC,2025-05-09,206.94,204.3763,2.5637,0.012389,1.58,1.61,-1.8634,53379584564.0,48537124649.0,9.9768,True,True,False,
152,COIN,2025-08-07,AMC,2025-08-08,312.92,311.1984,1.7216,0.005502,4.28,3.99,7.2682,32911167996.0,30194039401.0,8.9989,True,True,False,
153,COIN,2025-11-06,AMC,2025-11-07,317.63,288.58,29.05,0.091459,2.89,3.58,-19.2737,21486129251.0,19985949074.0,7.5062,True,True,False,
154,COIN,2026-02-12,AMC,2026-02-13,154.01,142.91,11.1,0.072073,3.02,2.96,2.027,63850134811.0,67127750183.0,-4.8827,True,True,False,
155,COST,2022-03-21,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
156,COST,2022-06-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
157,COST,2022-09-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
158,COST,2022-12-01,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
159,COST,2023-02-16,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
160,COST,2023-05-04,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
161,COST,2023-07-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
162,COST,2023-10-19,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
163,COST,2024-01-11,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
164,COST,2024-04-04,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
165,COST,2024-06-27,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
166,COST,2024-09-19,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
167,COST,2024-12-12,AMC,2025-02-03,,,,,5.57,4.63,20.3024,91385933071.0,94198350373.0,-2.9856,False,False,True,missing_d_minus1
168,COST,2025-03-06,AMC,2025-03-07,1028.37,976.0917,52.2783,0.050836,3.78,3.23,17.0279,32130370122.0,30873080170.0,4.0724,True,True,False,
169,COST,2025-06-05,AMC,2025-06-06,1047.26,1008.1016,39.1584,0.037391,5.3,4.44,19.3694,30778690769.0,30078470655.0,2.328,True,True,False,
170,COST,2025-09-25,AMC,2025-09-26,945.73,909.7528,35.9772,0.038042,3.5,4.81,-27.2349,44855252957.0,45239698394.0,-0.8498,True,True,False,
171,COST,2025-12-11,AMC,2025-12-12,874.78,878.5253,-3.7453,-0.004281,3.03,3.01,0.6645,31714298670.0,29885749931.0,6.1185,True,True,False,
172,COST,2026-03-05,AMC,2026-03-06,1003.48,980.25,23.23,0.023149,4.15,4.1,1.2195,13149976925.0,12148166707.0,8.2466,False,True,True,missing_d0_m5
173,GOOGL,2022-01-06,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
174,GOOGL,2022-04-12,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
175,GOOGL,2022-07-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
176,GOOGL,2022-10-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
177,GOOGL,2023-01-10,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
178,GOOGL,2023-04-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
179,GOOGL,2023-07-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
180,GOOGL,2023-10-25,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
181,GOOGL,2024-01-31,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
182,GOOGL,2024-04-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
183,GOOGL,2024-07-24,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
184,GOOGL,2024-10-29,AMC,2025-02-03,,,,,2.95,2.36,25.0,58661849883.0,60338408817.0,-2.7786,False,False,True,missing_d_minus1
185,GOOGL,2025-02-04,AMC,2025-02-05,202.25,188.9223,13.3277,0.065897,1.51,1.19,26.8908,87010014411.0,80631618964.0,7.9105,True,True,False,
186,GOOGL,2025-04-24,AMC,2025-04-25,155.05,166.85,-11.8,-0.076104,2.54,2.35,8.0851,15754932915.0,14765394059.0,6.7017,True,True,False,
187,GOOGL,2025-07-29,AMC,2025-07-30,191.81,195.25,-3.44,-0.017934,2.77,2.33,18.8841,21443805614.0,19682567142.0,8.9482,True,True,False,
188,GOOGL,2025-10-28,AMC,2025-10-29,270.32,268.3,2.02,0.007473,2.15,2.3,-6.5217,84627723432.0,88734539443.0,-4.6282,True,True,False,
189,GOOGL,2026-02-03,AMC,2026-02-04,347.84,342.6,5.24,0.015064,2.69,2.1,28.0952,87677620304.0,81212338199.0,7.961,True,True,False,
190,GS,2022-01-18,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
191,GS,2022-04-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
192,GS,2022-07-18,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
193,GS,2022-10-18,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
194,GS,2023-01-24,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
195,GS,2023-04-18,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
196,GS,2023-07-25,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
197,GS,2023-10-24,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
198,GS,2024-01-23,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
199,GS,2024-04-15,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
200,GS,2024-07-16,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
201,GS,2024-10-15,BMO,2025-02-03,,,,,16.23,13.11,23.7986,16503208530.0,15269084508.0,8.0825,False,False,True,missing_d_minus1
202,GS,2025-01-15,BMO,2025-02-03,,,,,16.94,13.59,24.6505,48523104974.0,48728807294.0,-0.4221,False,False,True,missing_d_minus1
203,GS,2025-04-14,BMO,2025-04-14,478.13,495.7231,-17.5931,-0.036796,13.17,12.95,1.6988,23329569406.0,23347329891.0,-0.0761,True,True,False,
204,GS,2025-07-14,BMO,2025-07-14,693.6,695.5163,-1.9163,-0.002763,10.65,13.64,-21.9208,66596991682.0,65940765168.0,0.9952,True,True,False,
205,GS,2025-10-15,BMO,2025-10-15,759.71,768.5408,-8.8308,-0.011624,18.99,14.81,28.2242,17482363380.0,15957466426.0,9.556,True,True,False,
206,GS,2026-01-14,BMO,2026-01-14,947.05,926.0639,20.9861,0.022159,5.28,6.79,-22.2386,15530539116.0,15298241985.0,1.5185,True,True,False,
207,JPM,2022-01-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
208,JPM,2022-04-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
209,JPM,2022-07-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
210,JPM,2022-10-17,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
211,JPM,2023-01-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
212,JPM,2023-04-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
213,JPM,2023-07-14,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
214,JPM,2023-10-13,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
215,JPM,2024-01-16,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
216,JPM,2024-04-12,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
217,JPM,2024-07-12,BMO,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
218,JPM,2024-10-11,BMO,2025-02-03,,,,,6.15,5.19,18.4971,54002046747.0,53585190669.0,0.7779,False,False,True,missing_d_minus1
219,JPM,2025-01-15,BMO,2025-02-03,,,,,5.75,4.73,21.5645,5619126257.0,5160671431.0,8.8836,False,False,True,missing_d_minus1
220,JPM,2025-04-11,BMO,2025-04-11,226.58,226.5686,0.0114,5e-05,4.66,4.62,0.8658,69028055167.0,68709707921.0,0.4633,True,True,False,
221,JPM,2025-07-15,BMO,2025-07-15,284.45,286.3814,-1.9314,-0.00679,3.19,3.21,-0.6231,37510323431.0,34821986281.0,7.7202,True,True,False,
222,JPM,2025-10-14,BMO,2025-10-14,303.84,297.7253,6.1147,0.020125,5.67,5.16,9.8837,44251069162.0,43797326319.0,1.036,True,True,False,
223,JPM,2026-01-14,BMO,2026-01-14,324.52,310.83,13.69,0.042185,4.4,3.89,13.1105,99201993689.0,94334548719.0,5.1598,True,True,False,
224,MARA,2022-01-12,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
225,MARA,2022-04-06,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
226,MARA,2022-07-18,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
227,MARA,2022-10-13,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
228,MARA,2023-01-17,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
229,MARA,2023-04-26,AMC,2025-02-03,,,,,,,,,,,False,False,True,missing_d_minus1
