Date,VIX_Close,VIX_Chg_Pct,MedianTickerReturn,LevelA,LevelB,LevelC,LevelD,LevelE,LevelF,CrushNext3D
2025-03-22,,,0.02488737477584546,False,False,False,False,False,False,False
2025-03-24,17.48,-9.336099585062241,0.029822091386151328,False,False,False,False,False,False,False
2025-03-25,17.15,-1.8878718535469186,0.012849287397598497,False,False,False,False,False,False,False
2025-03-26,18.33,6.880466472303204,0.004397537379067673,False,False,False,False,False,False,False
2025-03-27,18.69,1.9639934533551617,-0.025046040515653845,False,False,False,True,True,True,False
2025-03-28,21.65,15.837346174424805,-0.014290198410731647,False,True,True,True,False,False,False
2025-03-29,,,-0.03414852847021416,False,False,False,True,True,True,False
2025-03-31,22.28,2.9099307159353494,-0.032103865447034474,False,False,False,True,True,True,False
2025-04-01,21.77,-2.289048473967692,0.016648826362871905,False,False,False,False,False,False,False
2025-04-02,21.51,-1.194304088194753,-0.0007590132827324236,False,False,False,False,False,False,False
2025-04-03,30.02,39.56299395629939,-0.030467899891186145,True,True,True,True,True,True,False
2025-04-04,45.31,50.93271152564958,-0.06081849185297461,True,True,True,True,True,True,False
2025-04-05,,,-0.014407291533831135,False,False,False,True,False,False,False
2025-04-07,46.98,3.68572059148089,-0.06034349373356018,True,False,False,True,True,True,True
2025-04-08,52.33,11.387824606215414,0.06844291268999658,True,True,False,False,False,False,True
2025-04-09,33.62,-35.7538696732276,-0.05481268442087184,True,False,False,True,True,True,False
2025-04-10,40.72,21.118381915526484,0.10877561744613762,True,True,True,False,False,False,True
2025-04-11,37.56,-7.760314341846753,-0.011033630505781655,True,False,False,True,False,False,True
2025-04-12,,,0.01931518630756468,False,False,False,False,False,False,False
2025-04-14,30.89,-17.75825346112886,0.03624244303208801,True,False,False,False,False,False,False
2025-04-15,30.12,-2.4927160893493006,-0.01638719512195108,True,False,False,True,True,False,False
2025-04-16,32.64,8.366533864541825,-0.019523957685127602,True,False,False,True,True,False,True
2025-04-17,29.65,-9.160539215686281,0.0029062551712726314,True,False,False,False,False,False,False
2025-04-18,,,-0.014694925371433354,False,False,False,True,False,False,False
2025-04-21,33.82,14.064080944350765,-0.021512865927680203,True,True,False,True,True,True,True
2025-04-22,30.57,-9.60969840331165,0.007028527553009312,True,False,False,False,False,False,True
2025-04-23,28.45,-6.934903500163559,0.05894431694649116,True,False,False,False,False,False,True
2025-04-24,26.47,-6.959578207381368,-0.006920947400799848,True,False,False,False,False,False,True
2025-04-25,24.84,-6.157914620324889,0.02678916081216709,False,False,False,False,False,False,False
2025-04-26,,,0.017467501876880398,False,False,False,False,False,False,False
2025-04-28,25.15,1.2479871175523405,0.012567788585693407,True,False,False,False,False,False,False
2025-04-29,24.17,-3.8966202783300097,-0.006448047162859294,False,False,False,False,False,False,True
2025-04-30,24.7,2.1928009929664816,-0.010766307789740415,False,False,False,True,False,False,True
2025-05-01,24.6,-0.4048582995951344,0.028077947735504427,False,False,False,False,False,False,True
2025-05-02,22.68,-7.804878048780495,0.011278995530964009,False,False,False,False,False,False,False
2025-05-03,,,0.008015824972584906,False,False,False,False,False,False,False
2025-05-05,23.64,4.232804232804233,-0.0098876953125,False,False,False,False,False,False,False
2025-05-06,24.76,4.737732656514382,-0.003906742281033271,False,False,False,False,False,False,True
2025-05-07,23.55,-4.886914378029084,0.006166870195832841,False,False,False,False,False,False,True
2025-05-08,22.48,-4.54352441613588,0.016002327611289058,False,False,False,False,False,False,True
2025-05-09,21.9,-2.5800711743772298,0.00854989856052546,False,False,False,False,False,False,True
2025-05-10,,,-0.0019258814613578035,False,False,False,False,False,False,False
2025-05-12,18.39,-16.02739726027397,0.041013540086521694,False,False,False,False,False,False,False
2025-05-13,18.22,-0.9244154431756524,-0.0020328646450957777,False,False,False,False,False,False,True
2025-05-14,18.62,2.1953896816685026,0.017194788206337464,False,False,False,False,False,False,True
2025-05-15,17.83,-4.242749731471552,-0.011294362270214187,False,False,False,True,False,False,False
2025-05-16,17.24,-3.3090297251822776,0.008956127080181453,False,False,False,False,False,False,False
2025-05-17,,,-0.01856621629992733,False,False,False,True,True,False,False
2025-05-19,18.14,5.220417633410679,-0.010358295126506989,False,False,False,True,False,False,False
2025-05-20,18.09,-0.2756339581036382,0.015412062044700026,False,False,False,False,False,False,False
2025-05-21,20.87,15.367606412382528,-0.006785225718194288,False,True,True,False,False,False,False
2025-05-22,20.28,-2.8270244369908992,-0.009530715839635384,False,False,False,False,False,False,False
2025-05-23,22.29,9.911242603550296,-0.01846128143012271,False,False,False,True,True,False,True
2025-05-24,,,0.012000260242218008,False,False,False,False,False,False,False
2025-05-26,20.57,-7.7164647824136345,,False,False,False,False,False,False,True
2025-05-27,18.96,-7.826932425862909,0.0212384851586489,False,False,False,False,False,False,False
2025-05-28,19.31,1.8459915611814148,0.012183594160277478,False,False,False,False,False,False,False
2025-05-29,19.18,-0.6732263076126288,0.0018921475875117721,False,False,False,False,False,False,False
2025-05-30,18.57,-3.1803962460896784,-0.019964439928879862,False,False,False,True,True,False,False
2025-05-31,,,0.0014976566841919947,False,False,False,False,False,False,False
2025-06-02,18.36,-1.1308562197092087,-0.0019034943823701411,False,False,False,False,False,False,False
2025-06-03,17.69,-3.6492374727668753,0.011653436919439208,False,False,False,False,False,False,True
2025-06-04,17.61,-0.45223289994348326,0.008347245409014992,False,False,False,False,False,False,False
2025-06-05,18.48,4.940374787052826,0.006590683845391299,False,False,False,False,False,False,True
2025-06-06,16.77,-9.253246753246758,-0.005010155721056231,False,False,False,False,False,False,False
2025-06-07,,,0.007420551840644274,False,False,False,False,False,False,False
2025-06-09,17.16,2.3255813953488413,0.0095848897032913,False,False,False,False,False,False,False
2025-06-10,16.95,-1.2237762237762295,0.004848719937936341,False,False,False,False,False,False,False
2025-06-11,17.26,1.828908554572295,0.008093627693126049,False,False,False,False,False,False,False
2025-06-12,18.02,4.403244495944358,-0.016737192081003438,False,False,False,True,True,False,False
2025-06-13,20.82,15.53829078801332,-0.0144860710854946,False,True,True,True,False,False,True
2025-06-14,,,0.008253950585445313,False,False,False,False,False,False,False
2025-06-16,19.11,-8.213256484149856,0.007553939851753899,False,False,False,False,False,False,False
2025-06-17,21.6,13.02982731554161,0.003438489968320857,False,True,False,False,False,False,True
2025-06-18,20.14,-6.759259259259265,-0.0021112726172545226,False,False,False,False,False,False,False
2025-06-19,22.17,10.07944389275075,0.0002895562806989327,False,True,False,False,False,False,True
2025-06-20,20.62,-6.991429860171405,0.007340485601355251,False,False,False,False,False,False,True
2025-06-21,,,-0.016992726339232767,False,False,False,True,True,False,False
2025-06-23,19.83,-3.8312318137730506,-0.005709908780725748,False,False,False,False,False,False,True
2025-06-24,17.48,-11.8507312153303,0.02279484638255691,False,False,False,False,False,False,True
2025-06-25,16.76,-4.11899313501144,0.017228177641653852,False,False,False,False,False,False,False
2025-06-26,16.59,-1.0143198090692196,-0.001311690441055946,False,False,False,False,False,False,False
2025-06-27,16.32,-1.6274864376130127,0.003438529008946034,False,False,False,False,False,False,False
2025-06-28,,,0.0070541053441399715,False,False,False,False,False,False,False
2025-06-30,16.73,2.5122549019607865,0.005267834475755073,False,False,False,False,False,False,False
2025-07-01,16.83,0.5977286312014218,-0.009585833455290516,False,False,False,False,False,False,False
2025-07-02,16.64,-1.128936423054061,-0.0032486036703522903,False,False,False,False,False,False,False
2025-07-03,16.38,-1.562500000000011,0.01769331585845335,False,False,False,False,False,False,False
2025-07-04,17.48,6.715506715506714,,False,False,False,False,False,False,True
2025-07-07,17.79,1.7734553775743622,-0.0001680954782316002,False,False,False,False,False,False,True
2025-07-08,16.81,-5.508712759977518,0.005124814018846013,False,False,False,False,False,False,True
2025-07-09,15.94,-5.1754907792980305,-0.001980814397690933,False,False,False,False,False,False,False
2025-07-10,15.78,-1.0037641154328703,0.005273753154328098,False,False,False,False,False,False,False
2025-07-11,16.4,3.9290240811153287,-0.002257081593499688,False,False,False,False,False,False,False
2025-07-12,,,0.012341820667167824,False,False,False,False,False,False,False
2025-07-14,17.2,4.878048780487809,-0.000589622641509413,False,False,False,False,False,False,False
2025-07-15,17.38,1.0465116279069653,0.010930704552044146,False,False,False,False,False,False,True
2025-07-16,17.16,-1.2658227848101222,0.001933895921237827,False,False,False,False,False,False,False
2025-07-17,16.52,-3.7296037296037365,-0.0015151515151514694,False,False,False,False,False,False,False
2025-07-18,16.41,-0.6658595641646503,0.0052098408104197524,False,False,False,False,False,False,False
2025-07-19,,,0.004468243839762187,False,False,False,False,False,False,False
2025-07-21,16.65,1.4625228519195455,-0.0008819119851838364,False,False,False,False,False,False,True
2025-07-22,16.5,-0.9009009009008917,-0.002472814887613639,False,False,False,False,False,False,True
2025-07-23,15.37,-6.848484848484848,-0.004597941376247472,False,False,False,False,False,False,False
2025-07-24,15.39,0.13012361743658385,0.005166374781085947,False,False,False,False,False,False,False
2025-07-25,14.93,-2.9889538661468595,-0.0006057268722465814,False,False,False,False,False,False,False
2025-07-26,,,0.002882922755977013,False,False,False,False,False,False,False
2025-07-28,15.03,0.6697923643670389,0.007941646165134486,False,False,False,False,False,False,False
2025-07-29,15.98,6.320691949434476,-0.0011698642957417293,False,False,False,False,False,False,False
2025-07-30,15.48,-3.1289111389236512,-0.008099421469894952,False,False,False,False,False,False,False
2025-07-31,16.72,8.010335917312661,0.00683715148286268,False,False,False,False,False,False,False
2025-08-01,20.38,21.88995215311005,-0.03309275813991641,False,True,True,True,True,True,True
2025-08-02,,,-0.010942618689026906,False,False,False,True,False,False,False
2025-08-04,17.52,-14.033366045142293,0.008121019108280336,False,False,False,False,False,False,True
2025-08-05,17.85,1.8835616438356295,0.010602920622680534,False,False,False,False,False,False,True
2025-08-06,16.77,-6.050420168067239,-0.006983923009232784,False,False,False,False,False,False,True
2025-08-07,16.57,-1.1926058437686349,0.026248222887092387,False,False,False,False,False,False,True
2025-08-08,15.15,-8.569704284852142,-0.0016228003448450767,False,False,False,False,False,False,False
2025-08-09,,,0.009486656186072917,False,False,False,False,False,False,False
2025-08-11,16.25,7.26072607260726,0.004667815667446229,False,False,False,False,False,False,True
2025-08-12,14.73,-9.353846153846145,5.181884133076409e-05,False,False,False,False,False,False,False
2025-08-13,14.49,-1.6293279022403295,0.012649723587223383,False,False,False,False,False,False,False
2025-08-14,14.83,2.346445824706689,-0.014775181621833888,False,False,False,True,False,False,False
2025-08-15,15.09,1.7532029669588667,0.008565834557023866,False,False,False,False,False,False,False
2025-08-16,,,-0.004286195390826808,False,False,False,False,False,False,False
2025-08-18,14.99,-0.6626905235255109,-0.008039898533900858,False,False,False,False,False,False,False
2025-08-19,15.57,3.8692461641093967,-0.00010075566750633591,False,False,False,False,False,False,True
2025-08-20,15.69,0.770712909441218,-0.01725333795734363,False,False,False,True,True,False,True
2025-08-21,16.6,5.799872530274075,-0.00864399068696986,False,False,False,False,False,False,True
2025-08-22,14.22,-14.33734939759036,0.003507032085357187,False,False,False,False,False,False,False
2025-08-23,,,0.02476591797750549,False,False,False,False,False,False,False
2025-08-25,14.79,4.008438818565385,0.011612903225806326,False,False,False,False,False,False,False
2025-08-26,14.62,-1.1494252873563204,-0.00151165566075262,False,False,False,False,False,False,False
2025-08-27,14.85,1.5731874145006763,0.009687240520343199,False,False,False,False,False,False,False
2025-08-28,14.43,-2.8282828282828243,0.004211343497877662,False,False,False,False,False,False,False
2025-08-29,15.36,6.444906444906451,-0.0024873940491801916,False,False,False,False,False,False,False
2025-08-30,,,-0.00976360475640825,False,False,False,False,False,False,False
2025-09-01,16.12,4.947916666666674,,False,False,False,False,False,False,True
2025-09-02,17.17,6.513647642679898,-0.019832766401496227,False,False,False,True,True,False,True
2025-09-03,16.35,-4.7757716948165445,0.02151407311549658,False,False,False,False,False,False,True
2025-09-04,15.3,-6.422018348623859,0.0008171400099652448,False,False,False,False,False,False,False
2025-09-05,15.18,-0.7843137254902044,0.014935478731878282,False,False,False,False,False,False,False
2025-09-06,,,-0.009736064630845087,False,False,False,False,False,False,False
2025-09-08,15.11,-0.46113306982872304,0.0017375843536591162,False,False,False,False,False,False,False
2025-09-09,15.04,-0.46326935804102964,0.0058121269242852325,False,False,False,False,False,False,False
2025-09-10,15.35,2.0611702127659504,0.01275462901644997,False,False,False,False,False,False,False
2025-09-11,14.71,-4.169381107491854,-0.006616750827093898,False,False,False,False,False,False,False
2025-09-12,14.76,0.3399048266485405,0.007483711921112857,False,False,False,False,False,False,False
2025-09-13,,,0.002797224102906004,False,False,False,False,False,False,False
2025-09-15,15.69,6.3008130081300795,0.002824203033116479,False,False,False,False,False,False,False
2025-09-16,16.36,4.270235818992996,0.005346596207646881,False,False,False,False,False,False,True
2025-09-17,15.72,-3.9119804400977953,-0.002775593283064204,False,False,False,False,False,False,False
2025-09-18,15.7,-0.12722646310433516,0.006187715755878287,False,False,False,False,False,False,False
2025-09-19,15.45,-1.5923566878980888,0.005141269106067492,False,False,False,False,False,False,False
2025-09-20,,,0.006325685650532931,False,False,False,False,False,False,False
2025-09-22,16.1,4.207119741100329,-0.00384034519956844,False,False,False,False,False,False,False
2025-09-23,16.64,3.354037267080745,0.008035466888334897,False,False,False,False,False,False,True
2025-09-24,16.18,-2.7644230769230838,-0.004509136935369029,False,False,False,False,False,False,True
2025-09-25,16.74,3.4610630407911014,-0.017437923250564147,False,False,False,True,True,False,True
2025-09-26,15.29,-8.661887694145754,0.006847281866577015,False,False,False,False,False,False,False
2025-09-27,,,-0.002560273691220194,False,False,False,False,False,False,False
2025-09-29,16.12,5.428384565075217,0.0065380249716231464,False,False,False,False,False,False,False
2025-09-30,16.28,0.992555831265518,-0.00381707139741172,False,False,False,False,False,False,False
2025-10-01,16.29,0.06142506142505777,-0.0012416190712690733,False,False,False,False,False,False,False
2025-10-02,16.63,2.0871700429711426,0.021948608137045023,False,False,False,False,False,False,False
2025-10-03,16.65,0.12026458208056479,-0.002607349466308251,False,False,False,False,False,False,False
2025-10-04,,,-0.012367727210999824,False,False,False,True,False,False,False
2025-10-06,16.37,-1.6816816816816682,0.009080670139377744,False,False,False,False,False,False,False
2025-10-07,17.24,5.314599877825277,0.008501479687920366,False,False,False,False,False,False,True
2025-10-08,16.3,-5.452436194895583,-0.00948819345302021,False,False,False,False,False,False,False
2025-10-09,16.43,0.797546012269934,0.006494088140451382,False,False,False,False,False,False,False
2025-10-10,21.66,31.832014607425442,-0.002243055156151086,False,True,True,False,False,False,True
2025-10-11,,,-0.045314056604615405,False,False,False,True,True,True,False
2025-10-13,19.03,-12.142197599261307,-0.017595887702649304,False,False,False,True,True,False,False
2025-10-14,20.81,9.353652128218592,-0.010156568302194358,False,False,False,True,False,False,False
2025-10-15,20.64,-0.8169149447381008,0.016888313522419596,False,False,False,False,False,False,False
2025-10-16,25.31,22.625968992248048,0.0011573404316880254,True,True,True,False,False,False,True
2025-10-17,20.78,-17.8980640063216,-0.0217576512222295,False,False,False,True,True,True,True
2025-10-18,,,0.012426250542631467,False,False,False,False,False,False,False
2025-10-20,18.23,-12.271414821944182,0.017419835943325745,False,False,False,False,False,False,True
2025-10-21,17.87,-1.974766867800326,0.004721566449104264,False,False,False,False,False,False,True
2025-10-22,18.6,4.085058757694471,-0.0075522955718555496,False,False,False,False,False,False,True
2025-10-23,17.3,-6.989247311827961,-0.008089394666483951,False,False,False,False,False,False,True
2025-10-24,16.37,-5.375722543352602,0.0209812782440284,False,False,False,False,False,False,False
2025-10-25,,,0.009082355609546067,False,False,False,False,False,False,False
2025-10-27,15.79,-3.5430665852168697,0.021748364624925687,False,False,False,False,False,False,False
2025-10-28,16.42,3.9898670044332007,0.0013298212413370702,False,False,False,False,False,False,False
2025-10-29,16.92,3.0450669914738215,0.0009000900090010422,False,False,False,False,False,False,False
2025-10-30,16.91,-0.05910165484634966,-0.02048361310951241,False,False,False,True,True,True,False
2025-10-31,17.44,3.134240094618579,0.005133899124928565,False,False,False,False,False,False,False
2025-11-01,,,-0.019408999596576992,False,False,False,True,True,False,False
2025-11-03,17.17,-1.5481651376146766,0.006261803001689659,False,False,False,False,False,False,False
2025-11-04,19.0,10.658124635993005,-0.014902353916446565,False,True,False,True,False,False,True
2025-11-05,18.01,-5.2105263157894655,-0.003522012578616396,False,False,False,False,False,False,False
2025-11-06,19.5,8.273181565796772,0.0041765390948156345,False,False,False,False,False,False,True
2025-11-07,19.08,-2.1538461538461617,-0.028190813111491853,False,False,False,True,True,True,True
2025-11-08,,,0.011579408586979811,False,False,False,False,False,False,False
2025-11-10,17.6,-7.756813417190756,0.01580908733189834,False,False,False,False,False,False,False
2025-11-11,17.28,-1.8181818181818188,-0.0026591458501208365,False,False,False,False,False,False,False
2025-11-12,17.51,1.331018518518512,0.005091061775048589,False,False,False,False,False,False,False
2025-11-13,20.0,14.220445459737284,-0.010157153739807634,False,True,False,True,False,False,False
2025-11-14,19.83,-0.8500000000000063,-0.041058131402476605,False,False,False,True,True,True,False
2025-11-17,22.38,12.859304084720137,0.013776969066805256,False,True,False,False,False,False,False
2025-11-18,24.69,10.321715817694388,-0.02288411708868887,False,True,False,True,True,True,True
2025-11-19,23.66,-4.171729445119487,0.00019282684149635188,False,False,False,False,False,False,False
2025-11-20,26.42,11.665257819103969,0.015280717042200909,True,True,False,False,False,False,True
2025-11-21,23.43,-11.317183951551858,-0.04088174592719451,False,False,False,True,True,True,True
2025-11-22,,,0.013066009684818747,False,False,False,False,False,False,False
2025-11-24,20.52,-12.419974391805377,0.004873294346978696,False,False,False,False,False,False,True
2025-11-25,18.56,-9.551656920077978,0.019226852417613793,False,False,False,False,False,False,True
2025-11-26,17.19,-7.38146551724137,0.016725440806045322,False,False,False,False,False,False,False
2025-11-27,17.21,0.11634671320535084,0.001375644833515599,False,False,False,False,False,False,False
2025-11-28,16.35,-4.997094712376526,0.011164052446701378,False,False,False,False,False,False,False
2025-12-01,17.24,5.44342507645259,-0.003500025180037225,False,False,False,False,False,False,True
2025-12-02,16.59,-3.7703016241299236,0.01480492688550461,False,False,False,False,False,False,True
2025-12-03,16.08,-3.074141048824608,0.005265178522459113,False,False,False,False,False,False,False
2025-12-04,15.78,-1.8656716417910335,-0.004011831503076935,False,False,False,False,False,False,False
2025-12-05,15.41,-2.344740177439797,-0.0008311016714378505,False,False,False,False,False,False,False
2025-12-06,,,0.0015693796590958708,False,False,False,False,False,False,False
2025-12-08,16.66,8.111615833874097,0.005955334987592931,False,False,False,False,False,False,True
2025-12-09,16.93,1.6206482593037252,-0.010726072607260773,False,False,False,True,False,False,True
2025-12-10,15.77,-6.851742468989963,0.004789095597715898,False,False,False,False,False,False,True
2025-12-11,14.85,-5.833861762840842,0.0007025128343691733,False,False,False,False,False,False,False
2025-12-12,15.74,5.993265993265995,0.009693865886279962,False,False,False,False,False,False,False
2025-12-13,,,-0.014014535864331878,False,False,False,True,False,False,False
2025-12-15,16.5,4.828462515883092,-0.007519462137296595,False,False,False,False,False,False,False
2025-12-16,16.48,-0.12121212121212199,-0.019234219686367404,False,False,False,True,True,False,True
2025-12-17,17.62,6.917475728155353,0.008927369790498352,False,False,False,False,False,False,True
2025-12-18,16.87,-4.256526674233829,-0.007504078303425699,False,False,False,False,False,False,True
2025-12-19,14.91,-11.618257261410792,0.0035435243544685857,False,False,False,False,False,False,True
2025-12-20,,,0.0033263088302135646,False,False,False,False,False,False,False
2025-12-22,14.08,-5.566733735747819,0.01626419671408108,False,False,False,False,False,False,False
2025-12-23,14.0,-0.5681818181818232,-0.004152279382840129,False,False,False,False,False,False,False
2025-12-24,13.47,-3.785714285714281,0.0052223700837592535,False,False,False,False,False,False,False
2025-12-26,13.6,0.9651076466221209,0.0036054596961112573,False,False,False,False,False,False,False
2025-12-27,,,-0.0022289618884058227,False,False,False,False,False,False,False
2025-12-29,14.2,4.4117647058823595,-0.009760526614459142,False,False,False,False,False,False,False
2025-12-30,14.33,0.9154929577464888,0.0030372492836676646,False,False,False,False,False,False,False
2025-12-31,14.95,4.326587578506613,-0.0008210940210477968,False,False,False,False,False,False,False
2026-01-01,,,-0.007907516438179552,False,False,False,False,False,False,False
2026-01-02,14.51,-2.943143812709026,0.004162537165510294,False,False,False,False,False,False,False
2026-01-03,,,-0.00729071258472247,False,False,False,False,False,False,False
2026-01-05,14.9,2.6878015161957203,0.0072708328614463635,False,False,False,False,False,False,False
2026-01-06,14.75,-1.0067114093959773,0.008735606103579485,False,False,False,False,False,False,False
2026-01-07,15.38,4.271186440677965,-0.0019864737815790123,False,False,False,False,False,False,True
2026-01-08,15.45,0.4551365409622754,-0.010928192861498154,False,False,False,True,False,False,True
2026-01-09,14.49,-6.2135922330097015,0.003075388579502958,False,False,False,False,False,False,False
2026-01-10,,,0.002739726027397138,False,False,False,False,False,False,False
2026-01-12,15.12,4.347826086956519,-0.006584528378105525,False,False,False,False,False,False,False
2026-01-13,15.98,5.687830687830697,0.017890271554576787,False,False,False,False,False,False,False
2026-01-14,16.75,4.818523153942422,-0.007744485392298217,False,False,False,False,False,False,True
2026-01-15,15.84,-5.432835820895521,-0.00038846265902692245,False,False,False,False,False,False,False
2026-01-16,15.86,0.12626262626262985,-0.001648876160722068,False,False,False,False,False,False,False
2026-01-17,,,-0.006360745115856492,False,False,False,False,False,False,False
2026-01-19,18.84,18.789407313997476,,False,True,True,False,False,False,True
2026-01-20,20.09,6.634819532908698,-0.018415313787254806,False,False,False,True,True,False,True
2026-01-21,16.9,-15.87854654056745,-0.0047136335229379656,False,False,False,False,False,False,True
2026-01-22,15.64,-7.455621301775139,0.017443221727932556,False,False,False,False,False,False,False
2026-01-23,16.09,2.8772378516624064,-0.002955082742316706,False,False,False,False,False,False,False
2026-01-24,,,0.0011635973058248261,False,False,False,False,False,False,False
2026-01-26,16.15,0.3729024238657397,-0.002807702871791773,False,False,False,False,False,False,False
2026-01-27,16.35,1.2383900928792713,0.010920076901950182,False,False,False,False,False,False,False
2026-01-28,16.35,0.0,0.00010381597876230053,False,False,False,False,False,False,False
2026-01-29,16.88,3.241590214067269,-0.005821231847771502,False,False,False,False,False,False,False
2026-01-30,17.44,3.31753554502372,-0.013326273056217586,False,False,False,True,False,False,True
2026-01-31,,,-0.0016791730072939215,False,False,False,False,False,False,False
2026-02-02,16.34,-6.307339449541294,-0.00977660972404737,False,False,False,False,False,False,False
2026-02-03,18.0,10.159118727050176,0.011394727524382864,False,True,False,False,False,False,False
2026-02-04,18.64,3.5555555555555562,-0.0257931034482759,False,False,False,True,True,True,False
2026-02-05,21.77,16.791845493562228,-0.03304295584259531,False,True,True,True,True,True,True
2026-02-06,17.76,-18.419843821773075,-0.0017556073493355528,False,False,False,False,False,False,False
2026-02-07,,,0.025031842166826967,False,False,False,False,False,False,False
2026-02-09,17.36,-2.2522522522522626,-0.0036430757274007464,False,False,False,False,False,False,False
2026-02-10,17.79,2.4769585253456183,0.014194170743471402,False,False,False,False,False,False,False
2026-02-11,17.65,-0.786958965711082,-0.0013434510452343673,False,False,False,False,False,False,False
2026-02-12,20.82,17.960339943342785,-0.004952324635967176,False,True,True,False,False,False,False
2026-02-13,20.6,-1.056676272814594,-0.03198031980319793,False,False,False,True,True,True,False
2026-02-14,,,0.0007911582076669532,False,False,False,False,False,False,False
2026-02-16,21.2,2.9126213592232997,,False,False,False,False,False,False,True
2026-02-17,20.29,-4.292452830188676,-0.005580653733723073,False,False,False,False,False,False,True
2026-02-18,19.62,-3.302119270576631,0.00794402140358108,False,False,False,False,False,False,False
2026-02-19,20.23,3.1090723751274085,-0.0034084516363875883,False,False,False,False,False,False,True
2026-02-20,19.09,-5.635195254572423,-0.0008662508662508062,False,False,False,False,False,False,False
2026-02-21,,,0.009731172297077428,False,False,False,False,False,False,False
2026-02-23,21.01,10.057621791513881,-0.008412582297000593,False,True,False,False,False,False,True
2026-02-24,19.55,-6.949071870537837,-0.021009744005105135,False,False,False,True,True,True,True
2026-02-25,17.93,-8.286445012787723,0.010986460348162419,False,False,False,False,False,False,False
2026-02-26,18.63,3.904071388733965,0.0139273707931582,False,False,False,False,False,False,False
2026-02-27,19.86,6.602254428341392,-0.017630465444287702,False,False,False,True,True,False,False
2026-02-28,,,-0.0030610509608298697,False,False,False,False,False,False,False
2026-03-02,21.44,7.955689828801615,-0.019834631744969577,False,False,False,True,True,False,False
2026-03-03,23.57,9.9347014925373,0.00010227040294541467,False,False,False,False,False,False,True
2026-03-04,21.15,-10.267288926601614,0.022886786695148098,False,False,False,False,False,False,False
2026-03-05,23.75,12.293144208037843,-0.002128040412879617,False,True,False,False,False,False,False
